context,n_5m,detector,atr_mult,buffer,r_target,min_stop_atr,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,skipped_min_stop,ignored_in_position,pct_time_neutral_context,context_state_changes_per_week
1h_n8,3,atr,2,0.1,3,0,6802,-2.2601,0.3243,19.3473,-100.0000,-100.0000,6566.2473,6.5776,-13.78,2.2685,0.2764,3.4651,86.8274,0,1237,39.5277,6.1620
1h_n8,3,atr,2,0.1,3,0.3,5153,-1.2010,0.3845,22.7246,-99.9981,-99.9981,6962.5595,6.5027,-10.958,1.2117,0.3388,2.6251,82.8449,1654,1235,39.5277,6.1620
1h_n8,3,atr,2,0.1,3,0.5,3712,-0.9536,0.4029,23.2220,-99.9628,-99.9626,6896.3972,6.1310,-8.791,0.9330,0.4062,1.8910,77.1013,3095,1225,39.5277,6.1620
1h_n8,3,atr,3,0,1.5,0,4493,-1.8184,0.2554,24.8164,-99.9952,-99.9952,6875.4918,2.9602,-13.2,1.7584,0.3154,2.2888,83.4854,0,210,40.4846,4.8176
1h_n8,3,atr,3,0,1.5,0.3,3728,-1.2121,0.2888,29.2918,-99.9692,-99.9692,7039.9621,2.9506,-11.316,1.1778,0.3625,1.8991,80.2575,766,210,40.4846,4.8176
1h_n8,3,atr,3,0,1.5,0.5,2881,-0.9976,0.3194,33.0094,-99.7886,-99.7885,7150.4238,2.8844,-9.383,0.9659,0.4200,1.4677,74.9740,1613,210,40.4846,4.8176
1h_n8,3,atr,3,0,2,0,4470,-1.7961,0.3169,24.0716,-99.9935,-99.9935,7293.1089,3.9402,-12.114,1.7579,0.3161,2.2771,83.4228,0,322,40.4846,4.8176
1h_n8,3,atr,3,0,2,0.3,3711,-1.1948,0.3563,27.9440,-99.9602,-99.9601,7508.7374,3.9224,-10.284,1.1766,0.3631,1.8905,80.1940,760,322,40.4846,4.8176
1h_n8,3,atr,3,0,2,0.5,2867,-0.9851,0.3950,29.7872,-99.7382,-99.7375,7738.8273,3.8121,-8.434,0.9653,0.4208,1.4605,74.8866,1604,322,40.4846,4.8176
1h_n8,3,atr,3,0,3,0,4387,-1.7317,0.3617,21.2218,-99.9873,-99.9873,7262.6466,5.9752,-10.036,1.7554,0.3174,2.2348,83.3371,0,604,40.4846,4.8176
1h_n8,3,atr,3,0,3,0.3,3640,-1.1369,0.4057,23.5714,-99.9307,-99.9302,7509.6854,5.9402,-8.395,1.1685,0.3648,1.8543,80.0824,748,604,40.4846,4.8176
1h_n8,3,atr,3,0,3,0.5,2816,-0.9398,0.4495,24.2898,-99.6009,-99.5985,7853.4708,5.7505,-6.808,0.9595,0.4225,1.4345,74.7869,1572,604,40.4846,4.8176
1h_n8,3,atr,3,0.1,1.5,0,5219,-2.2192,0.2457,23.2228,-99.9992,-99.9992,6741.2904,3.0796,-14.478,2.1460,0.2952,2.6587,84.9971,0,254,40.4846,4.8176
1h_n8,3,atr,3,0.1,1.5,0.3,4064,-1.2383,0.2894,29.0846,-99.9860,-99.9860,7027.6427,3.0670,-11.884,1.2057,0.3555,2.0703,80.9793,1157,253,40.4846,4.8176
1h_n8,3,atr,3,0.1,1.5,0.5,3062,-1.0146,0.3205,32.9197,-99.8655,-99.8654,7147.5154,2.9895,-9.696,0.9804,0.4164,1.5599,75.3756,2159,253,40.4846,4.8176
1h_n8,3,atr,3,0.1,2,0,5190,-2.1940,0.3085,22.6975,-99.9988,-99.9988,7196.9470,4.1091,-13.302,2.1443,0.2954,2.6439,84.9518,0,399,40.4846,4.8176
1h_n8,3,atr,3,0.1,2,0.3,4044,-1.2192,0.3590,27.8437,-99.9810,-99.9810,7529.8078,4.0849,-10.821,1.2045,0.3556,2.0601,80.9347,1148,398,40.4846,4.8176
1h_n8,3,atr,3,0.1,2,0.5,3046,-0.9992,0.3975,29.7439,-99.8297,-99.8293,7771.0265,3.9584,-8.753,0.9797,0.4165,1.5517,75.3119,2146,398,40.4846,4.8176
1h_n8,3,atr,3,0.1,3,0,5092,-2.1247,0.3536,20.1493,-99.9976,-99.9976,7206.8186,6.2406,-11.173,2.1371,0.2966,2.5940,84.8782,0,750,40.4846,4.8176
1h_n8,3,atr,3,0.1,3,0.3,3964,-1.1647,0.4089,23.4359,-99.9671,-99.9670,7545.0164,6.1956,-8.909,1.1953,0.3574,2.0194,80.8274,1130,749,40.4846,4.8176
1h_n8,3,atr,3,0.1,3,0.5,2991,-0.9597,0.4478,24.2060,-99.7430,-99.7415,7803.2707,5.9702,-7.096,0.9748,0.4181,1.5237,75.2257,2103,749,40.4846,4.8176
4h_n5,2,fractal,-,0,1.5,0,9805,-2.1071,0.2112,21.8868,-100.0000,-100.0000,5899.0674,4.4483,-18.062,2.0416,0.2687,4.9949,87.5268,0,1197,39.3709,2.4641
4h_n5,2,fractal,-,0,1.5,0.3,7661,-1.3830,0.2423,26.8633,-100.0000,-100.0000,5915.4211,4.4052,-15.684,1.3343,0.3199,3.9027,84.1796,2148,1197,39.3709,2.4641
4h_n5,2,fractal,-,0,1.5,0.5,5397,-1.1144,0.2646,31.2210,-99.9994,-99.9994,6023.0072,4.1740,-12.812,1.0621,0.3863,2.7494,78.3769,4415,1184,39.3709,2.4641
4h_n5,2,fractal,-,0,2,0,9651,-2.0434,0.2515,21.6143,-100.0000,-100.0000,6058.2666,5.7110,-17.057,2.0050,0.2697,4.9165,87.4003,0,1648,39.3709,2.4641
4h_n5,2,fractal,-,0,2,0.3,7537,-1.3690,0.2815,25.7795,-100.0000,-100.0000,5987.5105,5.6473,-14.663,1.3307,0.3211,3.8395,84.0122,2118,1646,39.3709,2.4641
4h_n5,2,fractal,-,0,2,0.5,5317,-1.1107,0.3024,27.9481,-99.9993,-99.9993,6038.2648,5.3157,-11.997,1.0591,0.3879,2.7086,78.1456,4341,1618,39.3709,2.4641
4h_n5,2,fractal,-,0,3,0,9395,-1.9726,0.2825,19.8510,-100.0000,-100.0000,6068.7695,7.6704,-15.135,1.9862,0.2715,4.7860,87.2166,0,2317,39.3709,2.4641
4h_n5,2,fractal,-,0,3,0.3,7348,-1.3293,0.3139,22.4415,-100.0000,-100.0000,5987.2222,7.5515,-12.859,1.3288,0.3229,3.7433,83.8051,2051,2311,39.3709,2.4641
4h_n5,2,fractal,-,0,3,0.5,5200,-1.0834,0.3329,23.1346,-99.9987,-99.9987,6024.2534,7.0095,-10.378,1.0608,0.3894,2.6490,77.9423,4215,2221,39.3709,2.4641
4h_n5,2,fractal,-,0.1,1.5,0,11560,-2.5358,0.1971,19.9913,-100.0000,-100.0000,5769.8568,4.6677,-19.331,2.4551,0.2485,5.8889,88.9187,0,1496,39.3709,2.4641
4h_n5,2,fractal,-,0.1,1.5,0.3,8323,-1.4192,0.2362,26.3607,-100.0000,-100.0000,5840.1897,4.6102,-16.264,1.3642,0.3139,4.2399,84.8372,3246,1492,39.3709,2.4641
4h_n5,2,fractal,-,0.1,1.5,0.5,5700,-1.1339,0.2620,30.9825,-99.9997,-99.9997,5990.9557,4.3495,-13.112,1.0741,0.3840,2.9037,78.7544,5872,1478,39.3709,2.4641
4h_n5,2,fractal,-,0.1,2,0,11373,-2.4764,0.2371,19.9859,-100.0000,-100.0000,5923.2716,6.0172,-18.383,2.4253,0.2493,5.7937,88.8068,0,2054,39.3709,2.4641
4h_n5,2,fractal,-,0.1,2,0.3,8183,-1.4038,0.2767,25.4063,-100.0000,-100.0000,5919.3419,5.9308,-15.253,1.3608,0.3151,4.1686,84.6755,3199,2048,39.3709,2.4641
4h_n5,2,fractal,-,0.1,2,0.5,5609,-1.1290,0.3017,27.7411,-99.9997,-99.9997,6019.0312,5.5571,-12.285,1.0714,0.3856,2.8574,78.5167,5776,2016,39.3709,2.4641
4h_n5,2,fractal,-,0.1,3,0,11063,-2.4113,0.2643,18.5574,-100.0000,-100.0000,5903.4996,8.1665,-16.454,2.4098,0.2508,5.6358,88.6559,0,2944,39.3709,2.4641
4h_n5,2,fractal,-,0.1,3,0.3,7969,-1.3706,0.3035,22.0354,-100.0000,-100.0000,5851.8020,8.0088,-13.394,1.3594,0.3167,4.0596,84.4899,3103,2934,39.3709,2.4641
4h_n5,2,fractal,-,0.1,3,0.5,5480,-1.1050,0.3242,22.8467,-99.9994,-99.9994,5901.8827,7.3931,-10.57,1.0743,0.3868,2.7916,78.3394,5608,2820,39.3709,2.4641
4h_n5,2,atr,1.5,0,1.5,0,8728,-2.0821,0.1943,22.0211,-100.0000,-100.0000,5741.7419,4.2501,-17.232,2.0219,0.2714,4.4463,87.0990,0,945,40.0633,2.4142
4h_n5,2,atr,1.5,0,1.5,0.3,6878,-1.3601,0.2249,26.8247,-100.0000,-100.0000,5737.3010,4.2157,-14.948,1.3140,0.3216,3.5038,83.7598,1854,945,40.0633,2.4142
4h_n5,2,atr,1.5,0,1.5,0.5,4895,-1.0913,0.2541,31.2768,-99.9983,-99.9983,5896.0084,4.0216,-12.223,1.0423,0.3861,2.4936,77.9980,3838,943,40.0633,2.4142
4h_n5,2,atr,1.5,0,2,0,8607,-2.0503,0.2541,21.9937,-100.0000,-100.0000,6128.0709,5.4800,-16.257,2.0198,0.2720,4.3846,86.9757,0,1309,40.0633,2.4142
4h_n5,2,atr,1.5,0,2,0.3,6783,-1.3442,0.2870,26.0062,-100.0000,-100.0000,6096.7988,5.4281,-13.942,1.3129,0.3221,3.4554,83.6061,1828,1309,40.0633,2.4142
4h_n5,2,atr,1.5,0,2,0.5,4827,-1.0782,0.3193,28.4027,-99.9977,-99.9977,6289.3429,5.1430,-11.328,1.0397,0.3869,2.4590,77.7916,3785,1305,40.0633,2.4142
4h_n5,2,atr,1.5,0,3,0,8421,-1.9729,0.2708,20.2233,-100.0000,-100.0000,5949.3298,7.3356,-14.335,1.9987,0.2734,4.2899,86.8424,0,1860,40.0633,2.4142
4h_n5,2,atr,1.5,0,3,0.3,6646,-1.2976,0.3056,22.6151,-99.9999,-99.9999,5896.0658,7.2366,-12.169,1.3069,0.3236,3.3856,83.4637,1779,1857,40.0633,2.4142
4h_n5,2,atr,1.5,0,3,0.5,4741,-1.0390,0.3333,23.5182,-99.9962,-99.9962,6024.9515,6.7589,-9.764,1.0338,0.3881,2.4152,77.6629,3693,1830,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,1.5,0,10293,-2.5290,0.1839,20.2273,-100.0000,-100.0000,5689.3098,4.4191,-18.499,2.4510,0.2506,5.2435,88.5456,0,1149,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,1.5,0.3,7469,-1.3941,0.2219,26.4828,-100.0000,-100.0000,5712.8049,4.3735,-15.469,1.3408,0.3155,3.8049,84.4022,2832,1149,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,1.5,0.5,5174,-1.1110,0.2524,31.1365,-99.9992,-99.9992,5875.6374,4.1549,-12.491,1.0550,0.3833,2.6358,78.3340,5128,1147,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,2,0,10152,-2.4664,0.2388,20.4295,-100.0000,-100.0000,6014.3089,5.7255,-17.57,2.4194,0.2511,5.1717,88.4456,0,1594,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,2,0.3,7365,-1.3767,0.2811,25.7570,-100.0000,-100.0000,6026.4126,5.6553,-14.484,1.3396,0.3161,3.7519,84.2634,2795,1594,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,2,0.5,5101,-1.0965,0.3147,28.2690,-99.9988,-99.9988,6222.4372,5.3330,-11.587,1.0524,0.3841,2.5986,78.1415,5060,1590,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,3,0,9906,-2.3926,0.2513,18.8976,-100.0000,-100.0000,5792.5161,7.7952,-15.631,2.3970,0.2526,5.0464,88.3000,0,2350,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,3,0.3,7200,-1.3390,0.2947,22.2222,-100.0000,-100.0000,5748.1295,7.6656,-12.712,1.3333,0.3175,3.6679,84.0972,2714,2347,40.0633,2.4142
4h_n5,2,atr,1.5,0.1,3,0.5,5000,-1.0647,0.3223,23.2200,-99.9980,-99.9980,5862.1136,7.1234,-10.008,1.0476,0.3853,2.5471,77.9800,4923,2310,40.0633,2.4142
4h_n5,2,atr,2,0,1.5,0,7433,-2.0264,0.2269,22.8306,-100.0000,-100.0000,6463.9090,3.9952,-15.789,1.9722,0.2837,3.7866,85.9545,0,656,40.4223,2.0897
4h_n5,2,atr,2,0,1.5,0.3,5952,-1.3195,0.2595,27.5202,-99.9998,-99.9998,6516.3542,3.9710,-13.721,1.2772,0.3335,3.0321,82.5773,1481,655,40.4223,2.0897
4h_n5,2,atr,2,0,1.5,0.5,4343,-1.0725,0.2970,31.5450,-99.9936,-99.9936,6798.5174,3.8241,-11.321,1.0220,0.3961,2.2124,76.9975,3091,654,40.4223,2.0897
4h_n5,2,atr,2,0,2,0,7344,-1.9419,0.2956,22.8077,-100.0000,-100.0000,7032.7627,5.2289,-14.874,1.9234,0.2843,3.7412,85.8796,0,960,40.4223,2.0897
4h_n5,2,atr,2,0,2,0.3,5888,-1.2939,0.3316,26.8173,-99.9997,-99.9997,7095.0693,5.1929,-12.787,1.2757,0.3337,2.9995,82.5068,1456,959,40.4223,2.0897
4h_n5,2,atr,2,0,2,0.5,4301,-1.0511,0.3763,29.0863,-99.9905,-99.9905,7506.8531,4.9684,-10.376,1.0218,0.3961,2.1910,76.9356,3044,958,40.4223,2.0897
4h_n5,2,atr,2,0,3,0,7167,-1.8713,0.3225,20.5246,-100.0000,-100.0000,6860.7222,7.2646,-12.958,1.8996,0.2861,3.6510,85.6844,0,1460,40.4223,2.0897
4h_n5,2,atr,2,0,3,0.3,5757,-1.2637,0.3626,22.8070,-99.9996,-99.9996,6929.5356,7.1922,-11.087,1.2736,0.3354,2.9328,82.2998,1410,1459,40.4223,2.0897
4h_n5,2,atr,2,0,3,0.5,4211,-1.0297,0.4013,23.5336,-99.9878,-99.9878,7211.6007,6.7992,-8.947,1.0179,0.3979,2.1452,76.7039,2959,1450,40.4223,2.0897
4h_n5,2,atr,2,0.1,1.5,0,8713,-2.4254,0.2171,21.0490,-100.0000,-100.0000,6366.0558,4.1588,-16.906,2.3506,0.2638,4.4386,87.3867,0,821,40.4223,2.0897
4h_n5,2,atr,2,0.1,1.5,0.3,6466,-1.3520,0.2537,27.0646,-100.0000,-100.0000,6386.7921,4.1252,-14.281,1.2982,0.3281,3.2939,83.1735,2250,819,40.4223,2.0897
4h_n5,2,atr,2,0.1,1.5,0.5,4599,-1.0918,0.2927,31.3329,-99.9969,-99.9969,6678.5623,3.9613,-11.602,1.0306,0.3939,2.3428,77.2777,4118,818,40.4223,2.0897
4h_n5,2,atr,2,0.1,2,0,8608,-2.3450,0.2885,21.2825,-100.0000,-100.0000,6977.9029,5.4766,-15.999,2.3093,0.2643,4.3851,87.3257,0,1191,40.4223,2.0897
4h_n5,2,atr,2,0.1,2,0.3,6393,-1.3240,0.3300,26.5447,-99.9999,-99.9999,7029.0346,5.4251,-13.317,1.2964,0.3285,3.2567,83.1065,2218,1187,40.4223,2.0897
4h_n5,2,atr,2,0.1,2,0.5,4553,-1.0689,0.3753,28.9260,-99.9952,-99.9952,7433.9708,5.1758,-10.653,1.0304,0.3938,2.3194,77.2238,4059,1186,40.4223,2.0897
4h_n5,2,atr,2,0.1,3,0,8373,-2.2779,0.3215,19.2643,-100.0000,-100.0000,6887.5076,7.7458,-14.133,2.2856,0.2663,4.2654,87.1133,0,1876,40.4223,2.0897
4h_n5,2,atr,2,0.1,3,0.3,6235,-1.3017,0.3644,22.3737,-99.9999,-99.9999,6892.2611,7.6447,-11.678,1.2945,0.3304,3.1763,82.8709,2141,1872,40.4223,2.0897
4h_n5,2,atr,2,0.1,3,0.5,4444,-1.0544,0.4046,23.1998,-99.9936,-99.9936,7191.1846,7.2066,-9.266,1.0273,0.3960,2.2639,76.9352,3935,1861,40.4223,2.0897
4h_n5,2,atr,3,0,1.5,0,5413,-1.7679,0.2963,25.1986,-99.9992,-99.9992,7710.1402,3.6399,-13.131,1.7218,0.3150,2.7575,83.0593,0,315,40.3463,1.2303
4h_n5,2,atr,3,0,1.5,0.3,4459,-1.1955,0.3426,29.7825,-99.9927,-99.9926,8006.3633,3.6245,-11.461,1.1661,0.3632,2.2715,79.6143,956,315,40.3463,1.2303
4h_n5,2,atr,3,0,1.5,0.5,3418,-0.9563,0.3755,33.6454,-99.9203,-99.9193,8169.5589,3.5399,-9.537,0.9426,0.4212,1.7412,74.2539,1997,314,40.3463,1.2303
4h_n5,2,atr,3,0,2,0,5364,-1.7243,0.3456,24.4780,-99.9988,-99.9988,7859.7209,4.7998,-12.159,1.7146,0.3160,2.7326,82.9605,0,485,40.3463,1.2303
4h_n5,2,atr,3,0,2,0.3,4422,-1.1714,0.3922,28.0868,-99.9898,-99.9896,8061.8750,4.7752,-10.505,1.1659,0.3640,2.2527,79.5115,944,485,40.3463,1.2303
4h_n5,2,atr,3,0,2,0.5,3389,-0.9390,0.4357,30.5105,-99.8969,-99.8953,8439.4162,4.6403,-8.663,0.9428,0.4221,1.7264,74.1222,1977,484,40.3463,1.2303
4h_n5,2,atr,3,0,3,0,5259,-1.6738,0.3950,21.5440,-99.9979,-99.9979,7877.6531,6.8379,-10.232,1.7136,0.3170,2.6791,82.8294,0,818,40.3463,1.2303
4h_n5,2,atr,3,0,3,0.3,4337,-1.1348,0.4359,23.5647,-99.9845,-99.9841,7924.6134,6.7866,-8.735,1.1625,0.3653,2.2094,79.3636,924,818,40.3463,1.2303
4h_n5,2,atr,3,0,3,0.5,3324,-0.9178,0.4702,24.4284,-99.8677,-99.8650,8130.2619,6.5510,-7.145,0.9392,0.4236,1.6933,73.9471,1937,817,40.3463,1.2303
4h_n5,2,atr,3,0.1,1.5,0,6255,-2.1193,0.2761,23.5811,-99.9999,-99.9999,7424.4979,3.7776,-13.985,2.0600,0.2947,3.1864,84.5564,0,416,40.3463,1.2303
4h_n5,2,atr,3,0.1,1.5,0.3,4824,-1.2233,0.3375,29.4362,-99.9968,-99.9968,7890.6531,3.7599,-11.879,1.1915,0.3570,2.4575,80.2239,1436,416,40.3463,1.2303
4h_n5,2,atr,3,0.1,1.5,0.5,3615,-0.9679,0.3746,33.5546,-99.9486,-99.9479,8127.8624,3.6616,-9.741,0.9522,0.4185,1.8416,74.5505,2645,415,40.3463,1.2303
4h_n5,2,atr,3,0.1,2,0,6195,-2.0708,0.3278,23.2284,-99.9998,-99.9998,7636.6019,5.0270,-12.963,2.0535,0.2951,3.1559,84.4875,0,633,40.3463,1.2303
4h_n5,2,atr,3,0.1,2,0.3,4783,-1.1946,0.3909,28.0577,-99.9952,-99.9951,8028.6944,4.9968,-10.836,1.1917,0.3572,2.4366,80.1589,1417,633,40.3463,1.2303
4h_n5,2,atr,3,0.1,2,0.5,3583,-0.9478,0.4351,30.6168,-99.9306,-99.9295,8399.1557,4.8451,-8.79,0.9529,0.4187,1.8253,74.4627,2617,632,40.3463,1.2303
4h_n5,2,atr,3,0.1,3,0,6060,-2.0180,0.3720,20.4785,-99.9997,-99.9997,7582.8693,7.2481,-11.11,2.0493,0.2964,3.0871,84.3564,0,1075,40.3463,1.2303
4h_n5,2,atr,3,0.1,3,0.3,4682,-1.1665,0.4282,23.3874,-99.9932,-99.9931,7758.1427,7.1862,-9.141,1.1875,0.3587,2.3851,80.0085,1383,1075,40.3463,1.2303
4h_n5,2,atr,3,0.1,3,0.5,3507,-0.9357,0.4602,24.2658,-99.9170,-99.9154,7879.2257,6.9126,-7.329,0.9487,0.4205,1.7866,74.2800,2558,1074,40.3463,1.2303
4h_n5,3,fractal,-,0,1.5,0,7117,-2.0404,0.2086,22.0037,-100.0000,-100.0000,5957.7347,3.7771,-16.749,1.9608,0.2854,3.6256,86.1318,0,667,39.3709,2.4641
4h_n5,3,fractal,-,0,1.5,0.3,5682,-1.3864,0.2347,26.4696,-99.9998,-99.9998,5977.2254,3.7484,-14.472,1.3186,0.3353,2.8945,82.8054,1438,666,39.3709,2.4641
4h_n5,3,fractal,-,0,1.5,0.5,4138,-1.1167,0.2540,30.5703,-99.9923,-99.9923,5964.7440,3.6048,-12.119,1.0432,0.4017,2.1080,77.0662,2984,660,39.3709,2.4641
4h_n5,3,fractal,-,0,2,0,7038,-2.0117,0.2438,21.5686,-100.0000,-100.0000,6026.6908,4.7768,-15.748,1.9588,0.2859,3.5853,86.0472,0,915,39.3709,2.4641
4h_n5,3,fractal,-,0,2,0.3,5618,-1.3722,0.2696,25.3471,-99.9997,-99.9997,5984.8161,4.7349,-13.491,1.3157,0.3359,2.8619,82.6985,1423,913,39.3709,2.4641
4h_n5,3,fractal,-,0,2,0.5,4091,-1.1062,0.2930,27.5972,-99.9905,-99.9905,6004.1566,4.5222,-11.177,1.0398,0.4026,2.0841,76.9005,2952,906,39.3709,2.4641
4h_n5,3,fractal,-,0,3,0,6889,-1.9321,0.2568,19.8723,-100.0000,-100.0000,5814.1627,6.5994,-13.6,1.9346,0.2871,3.5094,85.9486,0,1337,39.3709,2.4641
4h_n5,3,fractal,-,0,3,0.3,5510,-1.3275,0.2886,22.2142,-99.9994,-99.9994,5809.7963,6.5206,-11.517,1.3132,0.3369,2.8069,82.6134,1383,1332,39.3709,2.4641
4h_n5,3,fractal,-,0,3,0.5,4021,-1.0641,0.3056,23.1534,-99.9838,-99.9838,5739.9170,6.1551,-9.354,1.0371,0.4034,2.0484,76.8466,2880,1302,39.3709,2.4641
4h_n5,3,fractal,-,0.1,1.5,0,8305,-2.4483,0.2013,20.4455,-100.0000,-100.0000,5877.2504,3.9473,-17.989,2.3538,0.2652,4.2308,87.5738,0,842,39.3709,2.4641
4h_n5,3,fractal,-,0.1,1.5,0.3,6175,-1.4134,0.2349,26.1700,-99.9999,-99.9999,5969.0076,3.9119,-15.057,1.3389,0.3286,3.1457,83.5466,2136,841,39.3709,2.4641
4h_n5,3,fractal,-,0.1,1.5,0.5,4365,-1.1287,0.2577,30.6071,-99.9956,-99.9956,5996.9532,3.7485,-12.361,1.0519,0.3989,2.2236,77.4570,3948,835,39.3709,2.4641
4h_n5,3,fractal,-,0.1,2,0,8212,-2.4150,0.2418,20.1413,-100.0000,-100.0000,6010.3447,5.0257,-16.924,2.3507,0.2655,4.1834,87.5061,0,1153,39.3709,2.4641
4h_n5,3,fractal,-,0.1,2,0.3,6105,-1.3946,0.2768,25.0942,-99.9999,-99.9999,6059.6536,4.9728,-14.021,1.3339,0.3290,3.1100,83.4562,2113,1151,39.3709,2.4641
4h_n5,3,fractal,-,0.1,2,0.5,4314,-1.1163,0.3029,27.6541,-99.9943,-99.9943,6111.0107,4.7306,-11.39,1.0489,0.3997,2.1977,77.3064,3906,1144,39.3709,2.4641
4h_n5,3,fractal,-,0.1,3,0,8030,-2.3380,0.2503,18.7671,-100.0000,-100.0000,5754.8386,7.0040,-14.844,2.3258,0.2669,4.0907,87.4097,0,1715,39.3709,2.4641
4h_n5,3,fractal,-,0.1,3,0.3,5986,-1.3559,0.2875,21.9178,-99.9998,-99.9998,5770.2021,6.9037,-12.106,1.3314,0.3300,3.0494,83.3779,2051,1710,39.3709,2.4641
4h_n5,3,fractal,-,0.1,3,0.5,4236,-1.0794,0.3070,23.0642,-99.9902,-99.9902,5723.2398,6.4878,-9.553,1.0468,0.4006,2.1579,77.2427,3809,1674,39.3709,2.4641
4h_n5,3,atr,1.5,0,1.5,0,6735,-2.0205,0.1916,22.2717,-100.0000,-100.0000,5914.5731,3.6930,-16.172,1.9465,0.2820,3.4310,85.9837,0,599,40.0633,2.4142
4h_n5,3,atr,1.5,0,1.5,0.3,5398,-1.3735,0.2191,26.6951,-99.9996,-99.9996,5932.5099,3.6676,-13.989,1.3103,0.3302,2.7499,82.6788,1340,598,40.0633,2.4142
4h_n5,3,atr,1.5,0,1.5,0.5,3954,-1.1056,0.2428,30.7537,-99.9880,-99.9880,5952.1048,3.5338,-11.593,1.0363,0.3930,2.0143,77.0106,2785,597,40.0633,2.4142
4h_n5,3,atr,1.5,0,2,0,6654,-1.9838,0.2405,22.0769,-100.0000,-100.0000,6161.7269,4.7298,-15.124,1.9419,0.2827,3.3897,85.8732,0,848,40.0633,2.4142
4h_n5,3,atr,1.5,0,2,0.3,5335,-1.3484,0.2693,25.8294,-99.9993,-99.9993,6141.9137,4.6914,-12.951,1.3047,0.3309,2.7178,82.5492,1322,847,40.0633,2.4142
4h_n5,3,atr,1.5,0,2,0.5,3907,-1.0852,0.2972,28.0778,-99.9837,-99.9837,6206.1802,4.4904,-10.622,1.0325,0.3940,1.9903,76.8364,2751,845,40.0633,2.4142
4h_n5,3,atr,1.5,0,3,0,6521,-1.8983,0.2670,20.1503,-99.9999,-99.9999,6051.1354,6.5299,-13.076,1.9138,0.2839,3.3220,85.7691,0,1244,40.0633,2.4142
4h_n5,3,atr,1.5,0,3,0.3,5244,-1.3006,0.3040,22.4828,-99.9987,-99.9987,6100.4980,6.4562,-11.066,1.3028,0.3316,2.6714,82.4752,1281,1241,40.0633,2.4142
4h_n5,3,atr,1.5,0,3,0.5,3851,-1.0408,0.3284,23.4744,-99.9731,-99.9731,6115.8399,6.1074,-8.95,1.0305,0.3942,1.9618,76.8112,2680,1222,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,1.5,0,7840,-2.4488,0.1841,20.7398,-100.0000,-100.0000,5836.8825,3.8341,-17.341,2.3592,0.2625,3.9939,87.4107,0,747,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,1.5,0.3,5856,-1.4016,0.2173,26.4344,-99.9999,-99.9999,5873.1205,3.8035,-14.488,1.3318,0.3241,2.9832,83.3846,1990,746,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,1.5,0.5,4164,-1.1190,0.2437,30.8117,-99.9928,-99.9928,5923.5605,3.6518,-11.781,1.0463,0.3910,2.1212,77.3535,3683,745,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,2,0,7750,-2.4099,0.2349,20.6323,-100.0000,-100.0000,6119.3541,4.9272,-16.265,2.3556,0.2630,3.9480,87.3290,0,1044,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,2,0.3,5790,-1.3749,0.2711,25.5959,-99.9998,-99.9998,6131.4996,4.8799,-13.406,1.3269,0.3247,2.9496,83.2815,1966,1043,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,2,0.5,4115,-1.0959,0.3014,28.1652,-99.9896,-99.9896,6221.7597,4.6515,-10.78,1.0429,0.3918,2.0963,77.2053,3642,1041,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,3,0,7577,-2.3264,0.2609,18.9653,-100.0000,-100.0000,6016.9614,6.8945,-14.259,2.3242,0.2645,3.8599,87.1981,0,1583,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,3,0.3,5685,-1.3349,0.3007,22.1460,-99.9996,-99.9996,6020.1280,6.8027,-11.601,1.3244,0.3255,2.8961,83.1838,1899,1580,40.0633,2.4142
4h_n5,3,atr,1.5,0.1,3,0.5,4049,-1.0587,0.3276,23.3391,-99.9827,-99.9827,6058.2857,6.4058,-9.098,1.0416,0.3923,2.0627,77.1302,3541,1557,40.0633,2.4142
4h_n5,3,atr,2,0,1.5,0,5987,-1.9780,0.2184,23.1001,-99.9999,-99.9999,6578.3542,3.5310,-14.794,1.9202,0.2906,3.0499,85.4351,0,464,40.4223,2.0897
4h_n5,3,atr,2,0,1.5,0.3,4848,-1.3263,0.2504,27.5578,-99.9981,-99.9981,6626.8260,3.5108,-12.794,1.2740,0.3389,2.4697,82.1370,1140,463,40.4223,2.0897
