context,n_5m,detector,atr_mult,buffer,r_target,min_stop_atr,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,skipped_min_stop,ignored_in_position,pct_time_neutral_context,context_state_changes_per_week
1h_n8,3,atr,2,0,3,0.5,3804,-1.2397,0.4464,22.0032,-99.9795,-99.9795,8994.0209,6.9669,-10.402,1.2211,0.3258,1.9379,83.7277,2121,1167,39.1961,6.2725
1h_n8,3,atr,2,0.1,1.5,0,7230,-2.7332,0.2647,18.8797,-100.0000,-100.0000,8096.7685,4.2658,-18.463,2.6812,0.2260,3.6831,90.5947,0,675,39.1961,6.2725
1h_n8,3,atr,2,0.1,1.5,0.3,5552,-1.6074,0.3090,23.8473,-99.9996,-99.9996,8354.4274,4.2445,-15.597,1.5737,0.2744,2.8283,87.8602,1680,673,39.1961,6.2725
1h_n8,3,atr,2,0.1,1.5,0.5,4153,-1.2774,0.3336,27.9075,-99.9910,-99.9910,8491.0277,4.1194,-13.026,1.2360,0.3215,2.1156,84.2042,3082,673,39.1961,6.2725
1h_n8,3,atr,2,0.1,2,0,7137,-2.7009,0.3217,19.2658,-100.0000,-100.0000,8478.0712,5.6180,-17.029,2.6812,0.2267,3.6358,90.5563,0,991,39.1961,6.2725
1h_n8,3,atr,2,0.1,2,0.3,5480,-1.5808,0.3688,24.0328,-99.9995,-99.9995,8729.3539,5.5790,-14.229,1.5680,0.2754,2.7916,87.8102,1658,989,39.1961,6.2725
1h_n8,3,atr,2,0.1,2,0.5,4097,-1.2645,0.3861,26.6781,-99.9899,-99.9899,8664.0776,5.3873,-11.92,1.2328,0.3228,2.0871,84.1103,3044,989,39.1961,6.2725
1h_n8,3,atr,2,0.1,3,0,6982,-2.6549,0.3988,18.0034,-100.0000,-100.0000,9100.3036,7.7801,-15.218,2.6703,0.2278,3.5568,90.4755,0,1526,39.1961,6.2725
1h_n8,3,atr,2,0.1,3,0.3,5367,-1.5566,0.4468,21.2037,-99.9992,-99.9992,9315.9101,7.6988,-12.651,1.5625,0.2765,2.7341,87.7213,1616,1522,39.1961,6.2725
1h_n8,3,atr,2,0.1,3,0.5,4003,-1.2410,0.4406,22.1084,-99.9867,-99.9866,8705.4145,7.3613,-10.542,1.2249,0.3245,2.0392,83.9620,2983,1519,39.1961,6.2725
1h_n8,3,atr,3,0,1.5,0,4421,-2.0669,0.3347,22.3931,-99.9943,-99.9942,9544.6181,3.6765,-13.776,2.0290,0.2695,2.2522,87.4915,0,301,40.5700,4.5680
1h_n8,3,atr,3,0,1.5,0.3,3771,-1.5172,0.3518,25.6165,-99.9755,-99.9752,9531.4105,3.6598,-12.327,1.4890,0.3029,1.9210,85.4150,650,300,40.5700,4.5680
1h_n8,3,atr,3,0,1.5,0.5,3032,-1.2405,0.3906,29.0567,-99.8660,-99.8645,9975.3999,3.5968,-10.615,1.2079,0.3426,1.5446,82.2559,1392,300,40.5700,4.5680
1h_n8,3,atr,3,0,2,0,4377,-2.0481,0.4034,22.1156,-99.9931,-99.9930,10137.6298,4.7968,-12.579,2.0310,0.2699,2.2298,87.4572,0,450,40.5700,4.5680
1h_n8,3,atr,3,0,2,0.3,3731,-1.4998,0.4254,24.9531,-99.9711,-99.9707,10194.1916,4.7707,-11.211,1.4872,0.3035,1.9007,85.3659,646,449,40.5700,4.5680
1h_n8,3,atr,3,0,2,0.5,2997,-1.2343,0.4659,26.8936,-99.8553,-99.8534,10649.7388,4.6726,-9.59,1.2038,0.3437,1.5267,82.1488,1383,449,40.5700,4.5680
1h_n8,3,atr,3,0,3,0,4306,-2.0221,0.4715,19.6006,-99.9921,-99.9920,10736.5617,6.6745,-11.28,2.0303,0.2698,2.1936,87.5058,0,699,40.5700,4.5680
1h_n8,3,atr,3,0,3,0.3,3674,-1.4978,0.4938,21.3391,-99.9699,-99.9694,10791.6709,6.6214,-10.05,1.4916,0.3032,1.8716,85.4382,632,698,40.5700,4.5680
1h_n8,3,atr,3,0,3,0.5,2947,-1.2295,0.5336,22.0903,-99.8508,-99.8487,11267.7013,6.4371,-8.524,1.2051,0.3437,1.5013,82.2192,1362,698,40.5700,4.5680
1h_n8,3,atr,3,0.1,1.5,0,5188,-2.5088,0.3167,20.8558,-99.9990,-99.9990,9357.1684,3.8514,-15.109,2.4618,0.2501,2.6429,88.7818,0,364,40.5700,4.5680
1h_n8,3,atr,3,0.1,1.5,0.3,4152,-1.5490,0.3531,25.3131,-99.9894,-99.9893,9587.5232,3.8309,-12.998,1.5204,0.2951,2.1151,86.0790,1036,363,40.5700,4.5680
1h_n8,3,atr,3,0.1,1.5,0.5,3228,-1.2287,0.3890,29.3061,-99.9132,-99.9123,9923.4250,3.7537,-10.955,1.1994,0.3396,1.6444,82.6208,1963,363,40.5700,4.5680
1h_n8,3,atr,3,0.1,2,0,5133,-2.4916,0.3813,20.6702,-99.9988,-99.9988,9778.6847,5.0827,-13.937,2.4626,0.2506,2.6149,88.7395,0,556,40.5700,4.5680
1h_n8,3,atr,3,0.1,2,0.3,4107,-1.5387,0.4233,24.7139,-99.9881,-99.9879,10075.6894,5.0500,-11.908,1.5178,0.2959,2.0922,86.0239,1026,555,40.5700,4.5680
1h_n8,3,atr,3,0.1,2,0.5,3189,-1.2280,0.4602,27.0618,-99.9093,-99.9081,10412.7506,4.9274,-9.952,1.1946,0.3408,1.6246,82.5024,1947,555,40.5700,4.5680
1h_n8,3,atr,3,0.1,3,0,5045,-2.4628,0.4476,18.4539,-99.9986,-99.9985,10298.2862,7.1331,-12.405,2.4632,0.2506,2.5700,88.7810,0,886,40.5700,4.5680
1h_n8,3,atr,3,0.1,3,0.3,4041,-1.5342,0.4913,21.1829,-99.9872,-99.9870,10624.5765,7.0689,-10.587,1.5224,0.2956,2.0586,86.0926,1004,885,40.5700,4.5680
1h_n8,3,atr,3,0.1,3,0.5,3131,-1.2213,0.5250,22.1974,-99.9039,-99.9025,10893.7938,6.8441,-8.759,1.1957,0.3410,1.5950,82.5615,1917,885,40.5700,4.5680
4h_n5,2,fractal,-,0,1.5,0,9826,-2.4096,0.2723,18.8988,-100.0000,-100.0000,7752.2087,5.1554,-18.732,2.3760,0.2195,5.0056,91.3800,0,1427,38.4030,2.4962
4h_n5,2,fractal,-,0,1.5,0.3,7944,-1.6723,0.2971,22.7971,-100.0000,-100.0000,7892.4046,5.1175,-16.872,1.6483,0.2558,4.0469,89.3882,1884,1425,38.4030,2.4962
4h_n5,2,fractal,-,0,1.5,0.5,5707,-1.3332,0.3300,27.2823,-99.9996,-99.9996,8346.9329,4.8522,-14.181,1.3099,0.3047,2.9073,85.6842,4124,1401,38.4030,2.4962
4h_n5,2,fractal,-,0,2,0,9679,-2.3760,0.3337,19.5681,-100.0000,-100.0000,8193.6449,6.4901,-17.501,2.3743,0.2203,4.9307,91.3421,0,1899,38.4030,2.4962
4h_n5,2,fractal,-,0,2,0.3,7833,-1.6538,0.3588,23.1712,-100.0000,-100.0000,8325.6017,6.4273,-15.589,1.6519,0.2565,3.9903,89.3527,1848,1896,38.4030,2.4962
4h_n5,2,fractal,-,0,2,0.5,5635,-1.3137,0.4028,26.3177,-99.9995,-99.9995,9021.9949,6.0557,-12.964,1.3164,0.3054,2.8706,85.6256,4053,1852,38.4030,2.4962
4h_n5,2,fractal,-,0,3,0,9382,-2.3176,0.3641,18.8659,-100.0000,-100.0000,8019.7081,8.8413,-15.965,2.3530,0.2219,4.7794,91.1852,0,2776,38.4030,2.4962
4h_n5,2,fractal,-,0,3,0.3,7600,-1.6172,0.3803,21.2368,-100.0000,-100.0000,7950.6861,8.7224,-14.107,1.6376,0.2582,3.8716,89.1711,1784,2769,38.4030,2.4962
4h_n5,2,fractal,-,0,3,0.5,5477,-1.2800,0.4188,22.4941,-99.9992,-99.9992,8453.4673,8.1218,-11.638,1.3048,0.3074,2.7901,85.3752,3922,2658,38.4030,2.4962
4h_n5,2,fractal,-,0.1,1.5,0,11782,-2.9795,0.2464,17.1024,-100.0000,-100.0000,7530.2937,5.4525,-20.238,2.9371,0.1998,6.0020,92.5225,0,1869,38.4030,2.4962
4h_n5,2,fractal,-,0.1,1.5,0.3,8673,-1.7152,0.2942,22.5182,-100.0000,-100.0000,7837.0891,5.3990,-17.521,1.6903,0.2494,4.4182,89.9689,3112,1862,38.4030,2.4962
4h_n5,2,fractal,-,0.1,1.5,0.5,6033,-1.3436,0.3278,27.3993,-99.9998,-99.9998,8242.3627,5.0992,-14.545,1.3196,0.3018,3.0734,86.0600,5755,1835,38.4030,2.4962
4h_n5,2,fractal,-,0.1,2,0,11585,-2.9424,0.3034,17.8248,-100.0000,-100.0000,7880.9662,6.9115,-19.061,2.9335,0.2006,5.9017,92.4903,0,2492,38.4030,2.4962
4h_n5,2,fractal,-,0.1,2,0.3,8537,-1.6973,0.3568,22.9940,-100.0000,-100.0000,8244.4057,6.8251,-16.212,1.6939,0.2502,4.3490,89.9379,3051,2484,38.4030,2.4962
4h_n5,2,fractal,-,0.1,2,0.5,5949,-1.3261,0.4036,26.4246,-99.9997,-99.9997,8946.4211,6.4007,-13.271,1.3260,0.3026,3.0306,86.0145,5646,2431,38.4030,2.4962
4h_n5,2,fractal,-,0.1,3,0,11192,-2.8758,0.3293,17.4321,-100.0000,-100.0000,7666.2304,9.5158,-17.385,2.9088,0.2023,5.7015,92.3338,0,3668,38.4030,2.4962
4h_n5,2,fractal,-,0.1,3,0.3,8260,-1.6602,0.3729,21.1622,-100.0000,-100.0000,7769.7403,9.3511,-14.615,1.6795,0.2520,4.2078,89.7458,2937,3652,38.4030,2.4962
4h_n5,2,fractal,-,0.1,3,0.5,5771,-1.2920,0.4172,22.6477,-99.9996,-99.9996,8323.9247,8.6589,-11.86,1.3146,0.3046,2.9399,85.7564,5448,3494,38.4030,2.4962
4h_n5,2,atr,1.5,0,1.5,0,8800,-2.3453,0.2738,19.5455,-100.0000,-100.0000,7766.1368,5.0632,-17.888,2.3153,0.2261,4.4829,91.0682,0,1133,38.8305,2.4177
4h_n5,2,atr,1.5,0,1.5,0.3,7183,-1.6242,0.2967,23.3886,-100.0000,-100.0000,7841.2157,5.0353,-16.19,1.6023,0.2621,3.6592,89.0993,1620,1132,38.8305,2.4177
4h_n5,2,atr,1.5,0,1.5,0.5,5267,-1.2983,0.3183,27.6818,-99.9991,-99.9991,8068.3925,4.8149,-13.815,1.2749,0.3093,2.6831,85.6275,3539,1124,38.8305,2.4177
4h_n5,2,atr,1.5,0,2,0,8667,-2.3162,0.3181,19.8685,-100.0000,-100.0000,7792.6151,6.4677,-16.831,2.3105,0.2270,4.4152,91.0119,0,1559,38.8305,2.4177
4h_n5,2,atr,1.5,0,2,0.3,7079,-1.6075,0.3403,23.3931,-100.0000,-100.0000,7817.7694,6.4193,-15.142,1.5974,0.2631,3.6062,89.0380,1591,1557,38.8305,2.4177
4h_n5,2,atr,1.5,0,2,0.5,5195,-1.2864,0.3766,26.3908,-99.9990,-99.9990,8328.9137,6.1036,-12.843,1.2728,0.3105,2.6465,85.5438,3480,1542,38.8305,2.4177
4h_n5,2,atr,1.5,0,3,0,8438,-2.2622,0.3469,19.2463,-100.0000,-100.0000,7607.2476,8.6605,-15.241,2.3012,0.2285,4.2985,90.8628,0,2282,38.8305,2.4177
4h_n5,2,atr,1.5,0,3,0.3,6893,-1.5701,0.3628,21.5581,-100.0000,-100.0000,7507.9869,8.5679,-13.589,1.5892,0.2649,3.5115,88.8583,1548,2280,38.8305,2.4177
4h_n5,2,atr,1.5,0,3,0.5,5064,-1.2494,0.4033,22.7488,-99.9984,-99.9984,8044.5179,8.0560,-11.323,1.2663,0.3126,2.5797,85.3081,3385,2237,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,1.5,0,10556,-2.9153,0.2528,17.7245,-100.0000,-100.0000,7630.5426,5.3084,-19.381,2.8766,0.2056,5.3775,92.2319,0,1455,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,1.5,0.3,7848,-1.6622,0.3005,23.1269,-100.0000,-100.0000,7907.7205,5.2685,-16.785,1.6408,0.2553,3.9980,89.6789,2712,1453,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,1.5,0.5,5575,-1.3050,0.3242,27.8206,-99.9996,-99.9996,8140.6453,5.0174,-14.115,1.2825,0.3061,2.8400,85.9731,4988,1443,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,2,0,10386,-2.8806,0.2937,18.1398,-100.0000,-100.0000,7617.2231,6.8233,-18.308,2.8685,0.2066,5.2909,92.1722,0,2002,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,2,0.3,7724,-1.6443,0.3455,23.2522,-100.0000,-100.0000,7873.3592,6.7554,-15.666,1.6340,0.2565,3.9348,89.6038,2665,1999,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,2,0.5,5491,-1.2953,0.3852,26.5161,-99.9995,-99.9995,8427.5180,6.3902,-13.075,1.2801,0.3076,2.7972,85.8678,4903,1979,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,3,0,10077,-2.8263,0.3321,17.7632,-100.0000,-100.0000,7598.8332,9.3021,-16.574,2.8643,0.2078,5.1335,92.0512,0,2984,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,3,0.3,7496,-1.6073,0.3774,21.4514,-100.0000,-100.0000,7660.7940,9.1698,-13.982,1.6274,0.2579,3.8186,89.4477,2584,2980,38.8305,2.4177
4h_n5,2,atr,1.5,0.1,3,0.5,5336,-1.2564,0.4175,22.8636,-99.9991,-99.9991,8168.1264,8.5679,-11.431,1.2750,0.3094,2.7183,85.6447,4753,2921,38.8305,2.4177
4h_n5,2,atr,2,0,1.5,0,7559,-2.2603,0.2748,20.7170,-100.0000,-100.0000,8087.1095,5.0105,-16.376,2.2407,0.2372,3.8507,90.1045,0,846,38.6338,2.0790
4h_n5,2,atr,2,0,1.5,0.3,6288,-1.5934,0.3010,24.3480,-99.9999,-99.9999,8198.3888,4.9885,-14.805,1.5781,0.2717,3.2033,88.1679,1274,846,38.6338,2.0790
4h_n5,2,atr,2,0,1.5,0.5,4722,-1.2799,0.3291,28.7378,-99.9965,-99.9965,8456.3364,4.8160,-12.677,1.2691,0.3177,2.4055,84.6463,2842,843,38.6338,2.0790
4h_n5,2,atr,2,0,2,0,7464,-2.2436,0.3212,20.6056,-100.0000,-100.0000,8098.6352,6.4158,-15.415,2.2479,0.2378,3.8023,90.1125,0,1170,38.6338,2.0790
4h_n5,2,atr,2,0,2,0.3,6205,-1.5873,0.3437,23.8678,-99.9999,-99.9999,8057.3759,6.3767,-13.835,1.5812,0.2725,3.1610,88.1708,1262,1169,38.6338,2.0790
4h_n5,2,atr,2,0,2,0.5,4664,-1.2815,0.3795,26.9082,-99.9963,-99.9963,8423.2048,6.1267,-11.857,1.2758,0.3187,2.3760,84.6269,2805,1165,38.6338,2.0790
4h_n5,2,atr,2,0,3,0,7271,-2.1900,0.3684,19.5159,-100.0000,-100.0000,8194.5959,8.6527,-13.819,2.2328,0.2399,3.7040,89.9051,0,1769,38.6338,2.0790
4h_n5,2,atr,2,0,3,0.3,6055,-1.5542,0.3833,21.5524,-99.9998,-99.9998,7998.7557,8.5725,-12.314,1.5701,0.2747,3.0846,87.9438,1219,1768,38.6338,2.0790
4h_n5,2,atr,2,0,3,0.5,4546,-1.2457,0.4144,22.7673,-99.9949,-99.9948,8224.1428,8.1679,-10.461,1.2579,0.3219,2.3158,84.2939,2730,1761,38.6338,2.0790
4h_n5,2,atr,2,0.1,1.5,0,9033,-2.8138,0.2680,18.8752,-100.0000,-100.0000,8116.3775,5.2385,-17.774,2.7917,0.2158,4.6016,91.3982,0,1086,38.6338,2.0790
4h_n5,2,atr,2,0.1,1.5,0.3,6874,-1.6291,0.3090,24.1635,-100.0000,-100.0000,8374.1389,5.1948,-15.39,1.6194,0.2644,3.5018,88.8129,2163,1083,38.6338,2.0790
4h_n5,2,atr,2,0.1,1.5,0.5,5008,-1.2867,0.3386,28.9337,-99.9981,-99.9981,8622.5166,4.9975,-12.982,1.2780,0.3141,2.5512,85.0639,4031,1079,38.6338,2.0790
4h_n5,2,atr,2,0.1,2,0,8898,-2.7842,0.3155,19.0267,-100.0000,-100.0000,8187.3784,6.7887,-16.777,2.7899,0.2164,4.5329,91.4026,0,1521,38.6338,2.0790
4h_n5,2,atr,2,0.1,2,0.3,6773,-1.6180,0.3532,23.9333,-100.0000,-100.0000,8262.7673,6.7032,-14.352,1.6186,0.2654,3.4503,88.8085,2131,1510,38.6338,2.0790
4h_n5,2,atr,2,0.1,2,0.5,4938,-1.2893,0.3891,27.1770,-99.9979,-99.9979,8584.9507,6.4145,-12.104,1.2833,0.3153,2.5155,85.0344,3968,1505,38.6338,2.0790
4h_n5,2,atr,2,0.1,3,0,8638,-2.7142,0.3596,18.3955,-100.0000,-100.0000,8256.9111,9.3014,-14.904,2.7694,0.2186,4.4004,91.2132,0,2314,38.6338,2.0790
4h_n5,2,atr,2,0.1,3,0.3,6596,-1.5818,0.3968,21.7859,-99.9999,-99.9999,8216.3553,9.1566,-12.61,1.6094,0.2674,3.3602,88.5992,2048,2303,38.6338,2.0790
4h_n5,2,atr,2,0.1,3,0.5,4808,-1.2507,0.4270,23.0241,-99.9968,-99.9968,8383.0407,8.6701,-10.532,1.2681,0.3182,2.4493,84.7338,3840,2291,38.6338,2.0790
4h_n5,2,atr,3,0,1.5,0,5585,-2.1178,0.3061,23.1513,-99.9994,-99.9994,9154.3035,4.2347,-13.848,2.1046,0.2625,2.8451,87.9678,0,383,36.4759,1.1839
4h_n5,2,atr,3,0,1.5,0.3,4739,-1.4700,0.3371,26.6934,-99.9958,-99.9958,9383.8244,4.2196,-12.431,1.4754,0.2974,2.4142,85.8198,847,383,36.4759,1.1839
4h_n5,2,atr,3,0,1.5,0.5,3735,-1.1859,0.3514,30.4953,-99.9632,-99.9628,9265.9296,4.1306,-10.872,1.1959,0.3407,1.9027,82.4632,1853,383,36.4759,1.1839
4h_n5,2,atr,3,0,2,0,5510,-2.0977,0.3421,22.5953,-99.9993,-99.9993,8965.4566,5.6118,-12.66,2.1028,0.2634,2.8069,87.8766,0,617,36.4759,1.1839
4h_n5,2,atr,3,0,2,0.3,4671,-1.4619,0.3736,25.7761,-99.9955,-99.9954,9125.9200,5.5871,-11.255,1.4725,0.2987,2.3795,85.6990,840,617,36.4759,1.1839
4h_n5,2,atr,3,0,2,0.5,3681,-1.1840,0.3924,28.4162,-99.9624,-99.9615,9076.9543,5.4517,-9.81,1.1939,0.3422,1.8752,82.2874,1832,616,36.4759,1.1839
4h_n5,2,atr,3,0,3,0,5385,-2.0536,0.4491,20.5385,-99.9987,-99.9986,10191.7037,8.0026,-11.014,2.0952,0.2651,2.7433,87.7623,0,1030,36.4759,1.1839
4h_n5,2,atr,3,0,3,0.3,4566,-1.4241,0.4808,22.7770,-99.9919,-99.9918,10391.9867,7.9561,-9.658,1.4647,0.3006,2.3260,85.5672,820,1030,36.4759,1.1839
4h_n5,2,atr,3,0,3,0.5,3592,-1.1480,0.4951,23.9699,-99.9394,-99.9376,10243.3484,7.7173,-8.301,1.1873,0.3448,1.8299,82.0991,1796,1029,36.4759,1.1839
4h_n5,2,atr,3,0.1,1.5,0,6573,-2.5567,0.3006,21.4666,-99.9999,-99.9999,9233.6682,4.4253,-15.007,2.5397,0.2427,3.3484,89.2895,0,467,36.4759,1.1839
4h_n5,2,atr,3,0.1,1.5,0.3,5198,-1.4933,0.3539,26.4717,-99.9984,-99.9984,9801.1825,4.4042,-12.937,1.5009,0.2901,2.6480,86.5333,1376,467,36.4759,1.1839
4h_n5,2,atr,3,0.1,1.5,0.5,3992,-1.1846,0.3658,30.5110,-99.9791,-99.9788,9493.2179,4.2981,-11.22,1.1901,0.3369,2.0336,82.9409,2584,467,36.4759,1.1839
4h_n5,2,atr,3,0.1,2,0,6486,-2.5310,0.3342,21.2920,-99.9999,-99.9999,9039.0897,5.8858,-13.806,2.5392,0.2434,3.3041,89.2229,0,749,36.4759,1.1839
4h_n5,2,atr,3,0.1,2,0.3,5125,-1.4819,0.3898,25.8341,-99.9982,-99.9981,9505.9870,5.8520,-11.736,1.4985,0.2912,2.6108,86.4390,1362,749,36.4759,1.1839
4h_n5,2,atr,3,0.1,2,0.5,3934,-1.1793,0.4046,28.6223,-99.9778,-99.9773,9260.3350,5.6909,-10.111,1.1878,0.3383,2.0041,82.7911,2555,748,36.4759,1.1839
4h_n5,2,atr,3,0.1,3,0,6329,-2.4810,0.4399,19.5292,-99.9998,-99.9998,10202.4064,8.5390,-12.052,2.5335,0.2450,3.2241,89.1136,0,1285,36.4759,1.1839
4h_n5,2,atr,3,0.1,3,0.3,5002,-1.4415,0.4968,22.8309,-99.9967,-99.9966,10752.3403,8.4733,-10.1,1.4856,0.2931,2.5481,86.3055,1328,1285,36.4759,1.1839
4h_n5,2,atr,3,0.1,3,0.5,3835,-1.1382,0.5084,24.0678,-99.9635,-99.9625,10468.6778,8.1797,-8.577,1.1755,0.3409,1.9536,82.6076,2497,1284,36.4759,1.1839
4h_n5,3,fractal,-,0,1.5,0,7079,-2.3261,0.2754,19.7344,-100.0000,-100.0000,8172.5483,4.3515,-17.009,2.2983,0.2316,3.6062,90.5354,0,812,38.4030,2.4962
4h_n5,3,fractal,-,0,1.5,0.3,5842,-1.6383,0.2964,23.2797,-99.9998,-99.9998,8209.8256,4.3293,-15.32,1.6173,0.2666,2.9761,88.5827,1238,812,38.4030,2.4962
4h_n5,3,fractal,-,0,1.5,0.5,4336,-1.3116,0.3262,27.7214,-99.9936,-99.9935,8542.7427,4.1541,-12.903,1.2840,0.3147,2.2089,84.9862,2747,803,38.4030,2.4962
4h_n5,3,fractal,-,0,2,0,6987,-2.3084,0.3293,20.0086,-100.0000,-100.0000,8414.0810,5.5124,-15.952,2.3024,0.2322,3.5593,90.5539,0,1102,38.4030,2.4962
4h_n5,3,fractal,-,0,2,0.3,5764,-1.6326,0.3480,23.3171,-99.9997,-99.9997,8369.7355,5.4748,-14.241,1.6222,0.2673,2.9363,88.6017,1224,1101,38.4030,2.4962
4h_n5,3,fractal,-,0,2,0.5,4281,-1.3033,0.3912,26.4424,-99.9921,-99.9921,8931.1272,5.2285,-11.841,1.2906,0.3156,2.1808,84.9801,2711,1088,38.4030,2.4962
4h_n5,3,fractal,-,0,3,0,6827,-2.2432,0.4076,19.0860,-100.0000,-100.0000,9102.5354,7.4348,-14.281,2.2836,0.2337,3.4778,90.4057,0,1605,38.4030,2.4962
4h_n5,3,fractal,-,0,3,0.3,5639,-1.5891,0.4195,21.4222,-99.9995,-99.9995,8908.3348,7.3634,-12.622,1.6130,0.2688,2.8726,88.4377,1189,1602,38.4030,2.4962
4h_n5,3,fractal,-,0,3,0.5,4186,-1.2521,0.4622,22.8380,-99.9878,-99.9878,9475.9876,6.9607,-10.302,1.2758,0.3178,2.1325,84.7348,2647,1564,38.4030,2.4962
4h_n5,3,fractal,-,0.1,1.5,0,8448,-2.8846,0.2597,17.8741,-100.0000,-100.0000,8066.0182,4.5804,-18.528,2.8391,0.2116,4.3036,91.7259,0,1040,38.4030,2.4962
4h_n5,3,fractal,-,0.1,1.5,0.3,6394,-1.6903,0.2974,22.8339,-99.9999,-99.9999,8211.1570,4.5479,-15.988,1.6634,0.2598,3.2573,89.1930,2055,1039,38.4030,2.4962
4h_n5,3,fractal,-,0.1,1.5,0.5,4592,-1.3271,0.3288,27.6786,-99.9966,-99.9966,8508.8497,4.3522,-13.305,1.2917,0.3119,2.3393,85.3441,3860,1028,38.4030,2.4962
4h_n5,3,fractal,-,0.1,2,0,8340,-2.8623,0.3121,18.2374,-100.0000,-100.0000,8300.6883,5.8091,-17.382,2.8402,0.2121,4.2486,91.7506,0,1402,38.4030,2.4962
4h_n5,3,fractal,-,0.1,2,0.3,6309,-1.6837,0.3514,22.9989,-99.9999,-99.9999,8407.4953,5.7552,-14.764,1.6685,0.2604,3.2140,89.2217,2032,1400,38.4030,2.4962
4h_n5,3,fractal,-,0.1,2,0.5,4531,-1.3180,0.3972,26.4180,-99.9957,-99.9957,8957.3444,5.4745,-12.098,1.2977,0.3129,2.3082,85.3454,3814,1383,38.4030,2.4962
4h_n5,3,fractal,-,0.1,3,0,8122,-2.7886,0.3794,17.6927,-100.0000,-100.0000,8744.7510,7.9240,-15.564,2.8134,0.2137,4.1375,91.6031,0,2090,38.4030,2.4962
4h_n5,3,fractal,-,0.1,3,0.3,6159,-1.6416,0.4125,21.2210,-99.9999,-99.9999,8694.0389,7.8200,-13.068,1.6593,0.2619,3.1375,89.0567,1964,2085,38.4030,2.4962
4h_n5,3,fractal,-,0.1,3,0.5,4419,-1.2649,0.4601,22.8785,-99.9929,-99.9928,9302.2306,7.3535,-10.454,1.2830,0.3153,2.2511,85.0871,3713,2024,38.4030,2.4962
4h_n5,3,atr,1.5,0,1.5,0,6697,-2.2810,0.2794,20.1881,-100.0000,-100.0000,8252.1890,4.2464,-16.64,2.2494,0.2338,3.4116,90.5480,0,729,38.8305,2.4177
4h_n5,3,atr,1.5,0,1.5,0.3,5583,-1.6263,0.3004,23.6074,-99.9996,-99.9996,8317.3870,4.2267,-15.046,1.6014,0.2670,2.8441,88.7337,1115,729,38.8305,2.4177
4h_n5,3,atr,1.5,0,1.5,0.5,4158,-1.3152,0.3293,27.9702,-99.9904,-99.9904,8645.8940,4.0660,-12.683,1.2866,0.3137,2.1182,85.2573,2543,722,38.8305,2.4177
4h_n5,3,atr,1.5,0,2,0,6606,-2.2636,0.3244,20.3149,-100.0000,-100.0000,8252.8245,5.4581,-15.66,2.2478,0.2346,3.3653,90.5238,0,1029,38.8305,2.4177
4h_n5,3,atr,1.5,0,2,0.3,5504,-1.6177,0.3427,23.4920,-99.9996,-99.9996,8221.4259,5.4246,-14.075,1.5971,0.2680,2.8039,88.6991,1103,1028,38.8305,2.4177
4h_n5,3,atr,1.5,0,2,0.5,4101,-1.3082,0.3836,26.4570,-99.9899,-99.9899,8742.3843,5.1950,-11.787,1.2841,0.3150,2.0891,85.1987,2509,1018,38.8305,2.4177
4h_n5,3,atr,1.5,0,3,0,6454,-2.2145,0.4025,19.1199,-99.9999,-99.9999,8894.6363,7.3507,-14.063,2.2397,0.2360,3.2878,90.3936,0,1491,38.8305,2.4177
4h_n5,3,atr,1.5,0,3,0.3,5382,-1.5844,0.4147,21.2560,-99.9993,-99.9993,8721.2320,7.2856,-12.527,1.5952,0.2694,2.7417,88.5544,1073,1490,38.8305,2.4177
4h_n5,3,atr,1.5,0,3,0.5,4007,-1.2690,0.4539,22.5855,-99.9850,-99.9850,9215.7588,6.9136,-10.272,1.2798,0.3172,2.0413,84.9763,2451,1470,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,1.5,0,7990,-2.8594,0.2650,18.2353,-100.0000,-100.0000,8163.1665,4.4418,-18.129,2.8098,0.2135,4.0703,91.7146,0,920,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,1.5,0.3,6098,-1.6745,0.3033,23.1223,-99.9999,-99.9999,8338.0397,4.4123,-15.679,1.6436,0.2604,3.1065,89.2916,1894,920,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,1.5,0.5,4402,-1.3260,0.3341,27.8737,-99.9949,-99.9949,8654.8189,4.2315,-13.046,1.2892,0.3111,2.2425,85.5747,3593,912,38.8305,2.4177
4h_n5,3,atr,1.5,0.1,2,0,7884,-2.8405,0.3090,18.4678,-100.0000,-100.0000,8167.0151,5.7220,-17.063,2.8079,0.2141,4.0163,91.7047,0,1283,38.8305,2.4177
