context,n_15m,detector,atr_mult,buffer,r_target,k_stop,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,share_stop_dominated_pct,ignored_in_position,pct_time_neutral_context,context_state_changes_per_week,no_profile_trades,no_profile_share_pct,no_profile_exp_r,no_profile_gross_r,no_profile_pf_r,no_profile_win_pct,no_profile_cost_r,no_profile_stop_pct,no_profile_dom_pct,hors_plage_trades,hors_plage_share_pct,hors_plage_exp_r,hors_plage_gross_r,hors_plage_pf_r,hors_plage_win_pct,hors_plage_cost_r,hors_plage_stop_pct,hors_plage_dom_pct,poc_zone_trades,poc_zone_share_pct,poc_zone_exp_r,poc_zone_gross_r,poc_zone_pf_r,poc_zone_win_pct,poc_zone_cost_r,poc_zone_stop_pct,poc_zone_dom_pct,sous_val_trades,sous_val_share_pct,sous_val_exp_r,sous_val_gross_r,sous_val_pf_r,sous_val_win_pct,sous_val_cost_r,sous_val_stop_pct,sous_val_dom_pct,sur_vah_trades,sur_vah_share_pct,sur_vah_exp_r,sur_vah_gross_r,sur_vah_pf_r,sur_vah_win_pct,sur_vah_cost_r,sur_vah_stop_pct,sur_vah_dom_pct,dans_valeur_trades,dans_valeur_share_pct,dans_valeur_exp_r,dans_valeur_gross_r,dans_valeur_pf_r,dans_valeur_win_pct,dans_valeur_cost_r,dans_valeur_stop_pct,dans_valeur_dom_pct,primary_trades,primary_exp_r,primary_gross_r,primary_pf_r,primary_win_pct,evaluable,primary_ignored,primary_swallowed_share_pct
4h_n5,3,fractal,-,0.1,1.5,4,1549,-0.1661,0.6600,33.5055,-73.1642,-72.8016,5227.0489,33.5505,-2.874,0.1318,2.2899,0.7891,0.5165,99.6127,3555,38.4030,2.4962,0,0.0000,,,,,,,,502,32.4080,-0.1146,-0.0015,0.7339,35.4582,0.1131,2.5692,99.8008,74,4.7773,-0.1734,-0.0365,0.6191,35.1351,0.1368,2.1419,100.0000,251,16.2040,-0.2120,-0.0866,0.5985,34.6614,0.1255,2.3291,99.2032,224,14.4609,-0.2039,-0.0671,0.5989,31.2500,0.1368,2.2362,99.1071,498,32.1498,-0.1766,-0.0256,0.6429,31.7269,0.1510,2.0347,99.7992,304,-0.2421,-0.1068,0.5564,32.8947,1,368,54.7619
4h_n5,3,fractal,-,0.1,2,3,1678,-0.2178,0.6519,30.3933,-84.3191,-84.1487,6321.2995,30.0734,-3.222,0.1758,1.7176,0.8548,2.4434,98.8081,3220,38.4030,2.4962,0,0.0000,,,,,,,,548,32.6579,-0.1786,-0.0272,0.6798,31.5693,0.1514,1.9196,98.9051,80,4.7676,-0.2115,-0.0261,0.6363,33.7500,0.1854,1.5790,98.7500,268,15.9714,-0.2193,-0.0523,0.6421,32.4627,0.1670,1.7363,98.5075,242,14.4219,-0.2543,-0.0710,0.5916,28.5124,0.1833,1.6597,97.9339,540,32.1812,-0.2413,-0.0414,0.6065,28.5185,0.2000,1.5498,99.2593,335,-0.2604,-0.0789,0.5918,30.7463,1,337,50.1488
4h_n5,3,fractal,-,0.1,2,4,1478,-0.1643,0.6804,31.6644,-70.8785,-70.8361,5228.7382,35.7378,-2.528,0.1320,2.3001,0.7529,0.4736,99.5940,3753,38.4030,2.4962,0,0.0000,,,,,,,,487,32.9499,-0.1237,-0.0101,0.7243,32.8542,0.1136,2.5653,99.7947,70,4.7361,-0.1370,-0.0017,0.7051,34.2857,0.1352,2.1730,100.0000,237,16.0352,-0.2139,-0.0885,0.6081,32.4895,0.1254,2.3512,99.1561,207,14.0054,-0.1939,-0.0576,0.6312,31.4010,0.1363,2.2636,99.0338,477,32.2733,-0.1723,-0.0204,0.6665,29.7694,0.1519,2.0385,99.7904,297,-0.2149,-0.0795,0.6104,32.3232,1,375,55.8036
4h_n5,3,fractal,-,0.1,3,3,1575,-0.2149,0.6634,28.1905,-82.0866,-81.9555,6099.6078,33.1529,-2.721,0.1757,1.7281,0.8023,2.5397,98.8571,3515,38.4030,2.4962,0,0.0000,,,,,,,,524,33.2698,-0.1696,-0.0178,0.7049,29.3893,0.1518,1.9227,99.0458,76,4.8254,-0.2343,-0.0506,0.6142,31.5789,0.1837,1.5990,98.6842,253,16.0635,-0.2518,-0.0839,0.6129,29.6443,0.1679,1.7377,98.8142,218,13.8413,-0.2938,-0.1100,0.5561,25.6881,0.1839,1.6740,97.7064,504,32.0000,-0.2062,-0.0065,0.6758,26.7857,0.1997,1.5637,99.2063,325,-0.2436,-0.0616,0.6280,29.5385,1,347,51.6369
4h_n5,3,fractal,-,0.1,3,4,1409,-0.1571,0.6961,30.3762,-67.6989,-67.6519,5133.9677,38.0412,-2.152,0.1323,2.3046,0.7178,0.4968,99.6451,3975,38.4030,2.4962,0,0.0000,,,,,,,,459,32.5763,-0.0766,0.0353,0.8304,32.6797,0.1120,2.5992,99.7821,69,4.8971,-0.1551,-0.0195,0.6848,33.3333,0.1356,2.1748,100.0000,229,16.2527,-0.2153,-0.0901,0.6105,31.8777,0.1253,2.3684,99.5633,194,13.7686,-0.2331,-0.0949,0.5708,28.3505,0.1382,2.2464,98.9691,458,32.5053,-0.1766,-0.0235,0.6691,27.7293,0.1532,2.0216,99.7817,289,-0.2015,-0.0653,0.6338,31.8339,1,383,56.9940
4h_n5,3,atr,2,0,1.5,3,1407,-0.1788,0.7236,33.7598,-72.7712,-71.4826,7433.5662,22.7577,-2.636,0.1778,1.6959,0.7168,2.9140,98.4364,1750,38.6338,2.0790,0,0.0000,,,,,,,,412,29.2822,-0.1848,-0.0339,0.6689,32.7670,0.1509,1.9138,97.5728,66,4.6908,-0.1446,0.0334,0.7383,33.3333,0.1780,1.5900,98.4848,235,16.7022,-0.2053,-0.0362,0.6514,34.4681,0.1691,1.7024,99.1489,206,14.6411,-0.1268,0.0617,0.7706,35.4369,0.1885,1.6070,97.5728,488,34.6837,-0.1875,0.0126,0.6659,33.6066,0.2001,1.5607,99.1803,281,-0.1549,0.0285,0.7332,37.3665,1,202,41.8219
4h_n5,3,atr,2,0,1.5,4,1250,-0.1376,0.7254,33.0400,-59.4064,-58.1988,5402.8662,27.9958,-2.091,0.1337,2.2648,0.6368,0.7200,99.5200,2148,38.6338,2.0790,0,0.0000,,,,,,,,371,29.6800,-0.0914,0.0222,0.7960,33.6927,0.1136,2.5373,99.4609,58,4.6400,-0.1304,0.0075,0.7167,29.3103,0.1379,2.0911,98.2759,214,17.1200,-0.2287,-0.1018,0.5736,32.2430,0.1269,2.2901,99.5327,180,14.4000,-0.1286,0.0157,0.7343,32.2222,0.1443,2.1346,99.4444,427,34.1600,-0.1369,0.0125,0.7035,33.7237,0.1495,2.0938,99.7658,252,-0.1942,-0.0557,0.6346,33.7302,1,231,47.8261
4h_n5,3,atr,2,0,2,3,1353,-0.1901,0.7190,30.0074,-73.4062,-72.3478,7022.1393,24.8221,-2.465,0.1781,1.6964,0.6893,2.9564,98.3740,1889,38.6338,2.0790,0,0.0000,,,,,,,,405,29.9335,-0.1500,0.0014,0.7419,30.6173,0.1514,1.9116,97.5309,63,4.6563,-0.1468,0.0329,0.7467,28.5714,0.1797,1.5905,98.4127,229,16.9254,-0.2474,-0.0783,0.6088,29.6943,0.1691,1.7073,99.1266,195,14.4124,-0.1767,0.0145,0.7035,29.7436,0.1911,1.6000,97.4359,461,34.0724,-0.2086,-0.0084,0.6437,29.9349,0.2002,1.5571,99.1323,274,-0.1951,-0.0109,0.6873,32.1168,1,209,43.2712
4h_n5,3,atr,2,0,2,4,1204,-0.1394,0.7326,31.0631,-59.3648,-57.2896,5218.6453,30.0920,-1.878,0.1333,2.2756,0.6133,0.6645,99.5017,2287,38.6338,2.0790,0,0.0000,,,,,,,,364,30.2326,-0.0915,0.0221,0.8030,31.5934,0.1136,2.5474,99.4505,57,4.7342,-0.0872,0.0503,0.8139,28.0702,0.1375,2.1032,98.2456,203,16.8605,-0.3109,-0.1847,0.4582,28.0788,0.1262,2.3010,99.5074,168,13.9535,-0.0684,0.0766,0.8629,32.1429,0.1451,2.1290,99.4048,412,34.2193,-0.1334,0.0154,0.7224,32.0388,0.1487,2.1066,99.7573,249,-0.1858,-0.0472,0.6629,32.1285,1,234,48.4472
4h_n5,3,atr,2,0,3,3,1283,-0.1854,0.7337,27.9813,-71.5361,-69.7854,6814.0309,27.6040,-2.045,0.1773,1.7108,0.6536,2.7280,98.3632,2089,38.6338,2.0790,0,0.0000,,,,,,,,392,30.5534,-0.1270,0.0245,0.7885,29.0816,0.1515,1.9228,97.4490,60,4.6765,-0.1218,0.0588,0.7971,26.6667,0.1805,1.5997,98.3333,216,16.8355,-0.3324,-0.1644,0.5074,25.4630,0.1680,1.7212,99.0741,177,13.7958,-0.1682,0.0230,0.7344,27.1186,0.1912,1.6127,97.1751,438,34.1387,-0.1807,0.0183,0.6981,28.7671,0.1990,1.5707,99.3151,266,-0.1760,0.0082,0.7286,30.0752,1,217,44.9275
4h_n5,3,atr,2,0,3,4,1152,-0.1245,0.7721,29.8611,-55.0887,-51.9340,5416.4018,32.2075,-1.49,0.1341,2.2800,0.5869,0.6944,99.4792,2439,38.6338,2.0790,0,0.0000,,,,,,,,344,29.8611,-0.0772,0.0359,0.8385,30.8140,0.1131,2.5646,99.4186,54,4.6875,-0.0879,0.0483,0.8225,25.9259,0.1362,2.1248,98.1481,198,17.1875,-0.3030,-0.1764,0.4783,27.2727,0.1266,2.3065,99.4949,158,13.7153,-0.0416,0.1043,0.9181,31.6456,0.1459,2.1523,99.3671,398,34.5486,-0.1144,0.0365,0.7702,30.1508,0.1509,2.0924,99.7487,243,-0.1732,-0.0343,0.6920,31.2757,1,240,49.6894
4h_n5,3,atr,2,0.1,1.5,3,1555,-0.1622,0.7376,34.5338,-72.8489,-71.7867,7803.3735,25.2772,-2.518,0.1756,1.7165,0.7922,2.7653,98.5852,2236,38.6338,2.0790,0,0.0000,,,,,,,,464,29.8392,-0.1569,-0.0079,0.7150,34.2672,0.1490,1.9495,97.8448,72,4.6302,-0.1236,0.0541,0.7699,34.7222,0.1777,1.6041,98.6111,262,16.8489,-0.2053,-0.0346,0.6471,33.9695,0.1706,1.7023,99.2366,221,14.2122,-0.1139,0.0668,0.7864,35.7466,0.1807,1.6412,97.7376,536,34.4695,-0.1707,0.0279,0.6954,34.5149,0.1987,1.5679,99.2537,294,-0.1397,0.0393,0.7561,38.4354,1,249,45.8564
4h_n5,3,atr,2,0.1,1.5,4,1357,-0.1252,0.7412,33.7509,-58.8302,-57.9074,5654.9456,30.9794,-1.987,0.1315,2.3004,0.6913,0.5158,99.5578,2732,38.6338,2.0790,0,0.0000,,,,,,,,419,30.8769,-0.0733,0.0383,0.8348,35.5609,0.1115,2.6056,99.5227,62,4.5689,-0.1215,0.0174,0.7228,29.0323,0.1388,2.0931,98.3871,228,16.8018,-0.2241,-0.0957,0.5728,31.5789,0.1284,2.2908,99.5614,191,14.0752,-0.1106,0.0267,0.7673,33.5079,0.1373,2.1697,99.4764,457,33.6772,-0.1302,0.0178,0.7196,33.9168,0.1480,2.1081,99.7812,251,-0.1859,-0.0515,0.6511,34.6614,1,292,53.7753
4h_n5,3,atr,2,0.1,2,3,1479,-0.1782,0.7273,30.6288,-74.3185,-73.4109,7263.7657,27.6918,-2.403,0.1764,1.7132,0.7534,2.7721,98.5801,2432,38.6338,2.0790,0,0.0000,,,,,,,,456,30.8316,-0.1306,0.0188,0.7723,32.0175,0.1495,1.9490,97.8070,67,4.5301,-0.1614,0.0200,0.7209,28.3582,0.1814,1.5869,98.5075,250,16.9033,-0.2454,-0.0736,0.6093,29.6000,0.1718,1.7014,99.2000,208,14.0636,-0.1474,0.0361,0.7463,30.2885,0.1834,1.6285,97.5962,498,33.6714,-0.2033,-0.0036,0.6563,30.3213,0.1997,1.5557,99.3976,282,-0.1769,0.0038,0.7162,32.9787,1,261,48.0663
4h_n5,3,atr,2,0.1,2,4,1297,-0.1248,0.7510,31.9969,-57.7843,-56.1482,5463.9492,33.2721,-1.75,0.1313,2.3114,0.6607,0.4626,99.5374,2922,38.6338,2.0790,0,0.0000,,,,,,,,407,31.3801,-0.0777,0.0338,0.8318,33.4152,0.1115,2.6215,99.5086,60,4.6261,-0.0659,0.0733,0.8508,28.3333,0.1392,2.1008,98.3333,215,16.5767,-0.2927,-0.1647,0.4761,27.9070,0.1279,2.3055,99.5349,176,13.5698,-0.0567,0.0811,0.8851,33.5227,0.1379,2.1588,99.4318,439,33.8473,-0.1215,0.0262,0.7466,32.5740,0.1477,2.1167,99.7722,248,-0.1773,-0.0429,0.6788,33.0645,1,295,54.3278
4h_n5,3,atr,2,0.1,3,3,1389,-0.1741,0.7402,28.5817,-72.0843,-70.6349,7007.0175,30.6542,-1.992,0.1763,1.7242,0.7076,2.5918,98.5601,2698,38.6338,2.0790,0,0.0000,,,,,,,,436,31.3895,-0.1050,0.0447,0.8242,30.2752,0.1497,1.9628,97.7064,64,4.6076,-0.1270,0.0553,0.7875,26.5625,0.1823,1.5954,98.4375,234,16.8467,-0.3134,-0.1419,0.5312,25.2137,0.1716,1.7104,99.1453,187,13.4629,-0.1602,0.0245,0.7441,27.2727,0.1847,1.6231,97.3262,468,33.6933,-0.1807,0.0185,0.7012,29.4872,0.1993,1.5669,99.5726,274,-0.1518,0.0291,0.7668,30.6569,1,269,49.5396
4h_n5,3,atr,2,0.1,3,4,1225,-0.1090,0.7930,30.8571,-52.4369,-49.6922,5707.4297,35.7277,-1.335,0.1326,2.3108,0.6240,0.4898,99.5102,3136,38.6338,2.0790,0,0.0000,,,,,,,,379,30.9388,-0.0429,0.0684,0.9090,33.2454,0.1114,2.6391,99.4723,58,4.7347,-0.0779,0.0594,0.8340,25.8621,0.1372,2.1245,98.2759,204,16.6531,-0.2841,-0.1553,0.4999,27.4510,0.1288,2.3068,99.5098,163,13.3061,-0.0547,0.0862,0.8939,31.9018,0.1409,2.1331,99.3865,421,34.3673,-0.1090,0.0408,0.7800,30.6413,0.1498,2.1117,99.7625,242,-0.1638,-0.0288,0.7093,31.8182,1,301,55.4328
1d_n3,2,fractal,-,0,1.5,3,2201,-0.1273,0.7667,36.3925,-75.8934,-74.8498,10042.0446,31.3403,-2.396,0.1780,1.7214,1.1212,3.1804,98.8642,3882,31.2403,0.5741,0,0.0000,,,,,,,,699,31.7583,-0.0433,0.1080,0.9031,39.4850,0.1513,1.9580,99.2847,86,3.9073,-0.0380,0.1556,0.9187,43.0233,0.1936,1.4626,98.8372,326,14.8114,-0.2132,-0.0316,0.6148,31.5951,0.1816,1.7361,97.8528,337,15.3112,-0.1219,0.0680,0.7601,38.2789,0.1898,1.5358,98.5163,753,34.2117,-0.1806,0.0136,0.6608,33.9973,0.1943,1.6081,99.0704,384,-0.2016,-0.0035,0.6356,34.1146,1,394,50.6427
1d_n3,2,fractal,-,0,1.5,4,1917,-0.0780,0.8080,37.6630,-53.9629,-53.1874,7966.2391,36.3654,-1.559,0.1334,2.3091,0.9766,0.9911,99.5827,4441,31.2403,0.5741,0,0.0000,,,,,,,,631,32.9160,-0.0262,0.0874,0.9279,38.8273,0.1135,2.6311,100.0000,71,3.7037,-0.0329,0.1170,0.9149,43.6620,0.1499,1.9151,98.5915,284,14.8148,-0.1400,-0.0073,0.6830,33.8028,0.1327,2.3750,99.2958,287,14.9713,-0.1260,0.0162,0.7268,37.9791,0.1421,2.0609,98.9547,644,33.5942,-0.0851,0.0624,0.8008,37.4224,0.1475,2.1187,99.6894,330,-0.1890,-0.0427,0.6036,34.2424,1,448,57.5835
1d_n3,2,fractal,-,0,2,3,2076,-0.1210,0.7844,34.4412,-72.5803,-71.1725,9918.6665,33.7416,-2.017,0.1784,1.7270,1.0576,3.3237,98.8921,4151,31.2403,0.5741,0,0.0000,,,,,,,,676,32.5626,-0.0381,0.1130,0.9179,36.9822,0.1511,1.9682,99.2604,78,3.7572,-0.0881,0.1088,0.8225,38.4615,0.1969,1.4325,98.7179,314,15.1252,-0.2248,-0.0440,0.6094,29.2994,0.1808,1.7351,98.0892,312,15.0289,-0.1208,0.0703,0.7795,36.2179,0.1911,1.5443,98.7179,696,33.5260,-0.1584,0.0378,0.7119,33.0460,0.1962,1.6041,98.9943,374,-0.2151,-0.0160,0.6282,31.8182,1,404,51.9280
1d_n3,2,fractal,-,0,2,4,1815,-0.0830,0.8057,36.4738,-54.4603,-53.4737,7660.7322,38.5634,-1.482,0.1334,2.3241,0.9246,1.0468,99.5592,4685,31.2403,0.5741,0,0.0000,,,,,,,,599,33.0028,-0.0283,0.0844,0.9246,37.8965,0.1127,2.6619,100.0000,65,3.5813,0.0113,0.1569,1.0279,43.0769,0.1457,1.9351,98.4615,264,14.5455,-0.1389,-0.0046,0.6925,33.7121,0.1343,2.3799,99.2424,271,14.9311,-0.1748,-0.0323,0.6312,35.7934,0.1425,2.0701,98.8930,616,33.9394,-0.0818,0.0661,0.8172,35.8766,0.1480,2.1246,99.6753,324,-0.2039,-0.0572,0.5814,33.0247,1,454,58.3548
1d_n3,2,fractal,-,0,3,3,1947,-0.1117,0.8106,32.8711,-67.0435,-65.8850,10137.5331,36.3186,-1.575,0.1790,1.7344,0.9918,3.4926,98.8701,4452,31.2403,0.5741,0,0.0000,,,,,,,,637,32.7170,-0.0061,0.1435,0.9872,36.2637,0.1495,1.9912,99.2151,70,3.5953,-0.0542,0.1388,0.8967,37.1429,0.1930,1.4428,98.5714,294,15.1002,-0.2359,-0.0518,0.6032,28.5714,0.1841,1.7368,97.9592,290,14.8947,-0.1894,0.0028,0.6719,32.4138,0.1922,1.5532,98.6207,656,33.6929,-0.1302,0.0677,0.7726,31.2500,0.1980,1.5951,99.0854,369,-0.2220,-0.0225,0.6282,30.0813,1,409,52.5707
1d_n3,2,fractal,-,0,3,4,1740,-0.0712,0.8378,35.5172,-48.4305,-46.7773,7859.3081,40.0241,-1.116,0.1346,2.3169,0.8864,1.0920,99.5402,4874,31.2403,0.5741,0,0.0000,,,,,,,,560,32.1839,0.0167,0.1294,1.0434,37.8571,0.1127,2.6744,100.0000,64,3.6782,-0.0057,0.1410,0.9867,40.6250,0.1466,1.9279,98.4375,257,14.7701,-0.1240,0.0120,0.7288,33.4630,0.1360,2.3581,99.2218,262,15.0575,-0.1987,-0.0555,0.5906,33.9695,0.1432,2.0699,98.8550,597,34.3103,-0.0821,0.0673,0.8226,34.3384,0.1494,2.1141,99.6650,324,-0.1872,-0.0405,0.6160,32.7160,1,454,58.3548
1d_n3,2,fractal,-,0.1,1.5,3,2329,-0.1319,0.7593,36.4964,-78.8163,-78.1369,9766.6229,34.6274,-2.504,0.1756,1.7563,1.1864,3.0056,98.9695,5149,31.2403,0.5741,0,0.0000,,,,,,,,741,31.8162,-0.0444,0.1038,0.9023,40.2159,0.1482,1.9996,99.3252,87,3.7355,-0.0195,0.1805,0.9584,42.5287,0.2000,1.4585,98.8506,351,15.0708,-0.2636,-0.0847,0.5582,30.1994,0.1789,1.7302,98.0057,360,15.4573,-0.1174,0.0673,0.7712,37.7778,0.1847,1.5687,98.8889,790,33.9201,-0.1744,0.0185,0.6737,34.5570,0.1929,1.6579,99.1139,400,-0.2491,-0.0570,0.5779,33.0000,1,490,55.0562
1d_n3,2,fractal,-,0.1,1.5,4,1989,-0.0719,0.8266,38.4113,-53.2983,-51.6795,8252.9061,39.9240,-1.424,0.1309,2.3646,1.0132,0.9050,99.5978,5847,31.2403,0.5741,0,0.0000,,,,,,,,662,33.2831,0.0028,0.1142,1.0077,41.0876,0.1114,2.6783,100.0000,72,3.6199,-0.0488,0.1070,0.8785,41.6667,0.1558,1.9081,98.6111,299,15.0327,-0.1581,-0.0285,0.6712,33.7793,0.1296,2.3746,99.3311,305,15.3343,-0.1415,-0.0029,0.7012,36.7213,0.1386,2.0836,99.0164,651,32.7300,-0.0783,0.0667,0.8167,38.2488,0.1451,2.2232,99.6928,339,-0.2137,-0.0731,0.5815,34.2183,1,551,61.9101
1d_n3,2,fractal,-,0.1,2,3,2178,-0.1193,0.7870,34.6189,-73.4224,-72.4646,9803.2276,37.1517,-1.973,0.1753,1.7659,1.1095,3.1221,98.9899,5482,31.2403,0.5741,0,0.0000,,,,,,,,713,32.7365,-0.0182,0.1299,0.9611,38.0084,0.1481,2.0053,99.2987,81,3.7190,-0.0961,0.1065,0.8131,37.0370,0.2026,1.4292,98.7654,335,15.3811,-0.2579,-0.0800,0.5819,28.0597,0.1778,1.7305,98.2090,334,15.3352,-0.1304,0.0557,0.7653,35.6287,0.1860,1.5728,99.1018,715,32.8283,-0.1526,0.0405,0.7242,33.5664,0.1931,1.6722,99.0210,389,-0.2489,-0.0562,0.5929,31.1054,1,501,56.2921
1d_n3,2,fractal,-,0.1,2,4,1865,-0.0792,0.8191,36.7828,-54.6893,-52.8338,7793.2229,42.2901,-1.386,0.1309,2.3855,0.9501,0.9651,99.5710,6168,31.2403,0.5741,0,0.0000,,,,,,,,626,33.5657,-0.0028,0.1078,0.9924,39.7764,0.1107,2.7144,100.0000,67,3.5925,0.0381,0.1923,1.0912,41.7910,0.1542,1.9099,98.5075,276,14.7989,-0.1440,-0.0127,0.7063,33.6957,0.1313,2.3780,99.2754,282,15.1206,-0.1976,-0.0599,0.6010,34.0426,0.1377,2.1115,98.9362,614,32.9223,-0.0864,0.0593,0.8086,35.8306,0.1457,2.2313,99.6743,332,-0.2214,-0.0807,0.5764,32.8313,1,558,62.6966
1d_n3,2,fractal,-,0.1,3,3,2013,-0.1152,0.8046,32.5882,-68.6914,-68.2425,9737.7306,40.0981,-1.603,0.1752,1.7822,1.0255,3.2290,98.9568,5894,31.2403,0.5741,0,0.0000,,,,,,,,667,33.1346,0.0004,0.1468,1.0007,36.7316,0.1465,2.0357,99.2504,73,3.6264,0.0206,0.2233,1.0400,36.9863,0.2027,1.4267,98.6301,310,15.3999,-0.2743,-0.0933,0.5694,27.0968,0.1810,1.7349,98.0645,304,15.1018,-0.2080,-0.0228,0.6482,31.5789,0.1852,1.5977,99.0132,659,32.7372,-0.1295,0.0644,0.7760,30.9560,0.1939,1.6723,99.0895,382,-0.2521,-0.0595,0.6013,29.5812,1,508,57.0787
1d_n3,2,fractal,-,0.1,3,4,1768,-0.0698,0.8490,35.6335,-49.5667,-46.5840,8011.7720,43.9606,-1.056,0.1319,2.3814,0.9007,0.9615,99.5475,6410,31.2403,0.5741,0,0.0000,,,,,,,,575,32.5226,0.0399,0.1503,1.1044,39.8261,0.1103,2.7382,100.0000,66,3.7330,0.0452,0.2005,1.1025,39.3939,0.1553,1.9025,98.4848,264,14.9321,-0.1340,-0.0010,0.7350,32.5758,0.1330,2.3592,99.2424,272,15.3846,-0.2146,-0.0760,0.5772,32.3529,0.1385,2.1066,98.8971,591,33.4276,-0.0941,0.0526,0.8008,34.0102,0.1467,2.2242,99.6616,331,-0.2136,-0.0728,0.5957,32.0242,1,559,62.8090
1d_n3,2,atr,2,0,1.5,3,1802,-0.1424,0.7461,34.9612,-72.7996,-71.8664,8019.8194,26.2785,-2.351,0.1685,1.7962,0.9180,2.3862,98.7791,2459,32.6625,0.3994,0,0.0000,,,,,,,,576,31.9645,-0.0843,0.0575,0.8297,37.5000,0.1419,2.0574,99.3056,66,3.6626,-0.0893,0.1153,0.8212,34.8485,0.2046,1.4631,98.4848,274,15.2053,-0.1839,-0.0142,0.6730,33.5766,0.1697,1.7705,98.1752,281,15.5938,-0.1573,0.0301,0.7145,35.9431,0.1874,1.5574,98.2206,605,33.5738,-0.1778,0.0028,0.6756,32.7273,0.1806,1.7064,98.8430,348,-0.2400,-0.0559,0.6090,33.3333,1,288,45.2830
1d_n3,2,atr,2,0,1.5,4,1581,-0.1071,0.7668,35.2309,-59.4026,-57.5408,6217.7208,30.9778,-1.859,0.1264,2.4084,0.8054,0.5060,99.5572,2881,32.6625,0.3994,0,0.0000,,,,,,,,517,32.7008,-0.0879,0.0179,0.7926,37.3308,0.1058,2.7674,100.0000,59,3.7318,0.0243,0.1815,1.0628,37.2881,0.1572,1.9030,98.3051,237,14.9905,-0.1425,-0.0164,0.7114,33.7553,0.1261,2.3898,99.5781,239,15.1170,-0.0874,0.0581,0.8058,36.4017,0.1455,1.9985,98.3264,529,33.4598,-0.1335,0.0012,0.7112,33.0813,0.1347,2.3076,99.8110,292,-0.1732,-0.0345,0.6704,34.5890,1,344,54.0881
1d_n3,2,atr,2,0,2,3,1698,-0.1402,0.7602,32.2733,-72.0207,-69.3430,7865.7607,28.7479,-2.019,0.1689,1.7993,0.8650,2.4735,98.7044,2675,32.6625,0.3994,0,0.0000,,,,,,,,552,32.5088,-0.1097,0.0319,0.7901,34.2391,0.1416,2.0668,99.2754,63,3.7102,-0.0321,0.1709,0.9380,33.3333,0.2030,1.4869,98.4127,262,15.4299,-0.1769,-0.0063,0.6984,30.9160,0.1706,1.7595,98.0916,263,15.4888,-0.1439,0.0477,0.7505,32.6996,0.1916,1.5271,98.0989,558,32.8622,-0.1636,0.0169,0.7125,30.6452,0.1805,1.7168,98.7455,339,-0.2362,-0.0509,0.6288,30.3835,1,297,46.6981
1d_n3,2,atr,2,0,2,4,1500,-0.1186,0.7566,33.2000,-61.1133,-59.2799,5869.4696,32.9586,-1.85,0.1262,2.4147,0.7641,0.5333,99.5333,3053,32.6625,0.3994,0,0.0000,,,,,,,,498,33.2000,-0.1133,-0.0078,0.7469,35.3414,0.1055,2.7803,100.0000,50,3.3333,0.0291,0.1863,1.0752,38.0000,0.1572,1.8542,98.0000,227,15.1333,-0.1815,-0.0558,0.6519,30.3965,0.1257,2.4027,99.5595,227,15.1333,-0.0745,0.0714,0.8379,35.2423,0.1458,1.9986,98.2379,498,33.2000,-0.1301,0.0051,0.7297,30.9237,0.1352,2.3005,99.7992,284,-0.1501,-0.0113,0.7239,33.0986,1,352,55.3459
1d_n3,2,atr,2,0,3,3,1600,-0.1574,0.7492,29.9375,-74.0970,-71.3677,7360.9501,31.3403,-1.966,0.1687,1.8033,0.8151,2.3750,98.6875,2895,32.6625,0.3994,0,0.0000,,,,,,,,528,33.0000,-0.1447,-0.0035,0.7390,31.6288,0.1412,2.0769,99.2424,52,3.2500,-0.1396,0.0653,0.7539,30.7692,0.2049,1.4524,98.0769,250,15.6250,-0.2202,-0.0503,0.6410,28.0000,0.1700,1.7725,98.0000,249,15.5625,-0.1944,-0.0022,0.6796,29.7189,0.1922,1.5278,97.9920,521,32.5625,-0.1242,0.0569,0.7885,29.1747,0.1812,1.7075,98.8484,332,-0.2165,-0.0310,0.6695,28.9157,1,304,47.7987
1d_n3,2,atr,2,0,3,4,1425,-0.1139,0.7680,32.1404,-59.2615,-56.1206,5653.2779,35.1102,-1.55,0.1267,2.4245,0.7259,0.5614,99.5088,3254,32.6625,0.3994,0,0.0000,,,,,,,,462,32.4211,-0.1068,-0.0016,0.7714,34.6320,0.1051,2.8066,100.0000,46,3.2281,0.0512,0.2109,1.1193,34.7826,0.1597,1.8418,97.8261,219,15.3684,-0.1754,-0.0494,0.6660,29.6804,0.1260,2.4190,99.5434,218,15.2982,-0.1193,0.0268,0.7499,33.0275,0.1461,2.0217,98.1651,480,33.6842,-0.1061,0.0298,0.7845,30.2083,0.1358,2.2980,99.7917,278,-0.1544,-0.0148,0.7211,31.6547,1,358,56.2893
