context,n_15m,detector,atr_mult,buffer,r_target,k_stop,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,share_stop_dominated_pct,ignored_in_position,pct_time_neutral_context,context_state_changes_per_week,no_profile_trades,no_profile_share_pct,no_profile_exp_r,no_profile_gross_r,no_profile_pf_r,no_profile_win_pct,no_profile_cost_r,no_profile_stop_pct,no_profile_dom_pct,hors_plage_trades,hors_plage_share_pct,hors_plage_exp_r,hors_plage_gross_r,hors_plage_pf_r,hors_plage_win_pct,hors_plage_cost_r,hors_plage_stop_pct,hors_plage_dom_pct,poc_zone_trades,poc_zone_share_pct,poc_zone_exp_r,poc_zone_gross_r,poc_zone_pf_r,poc_zone_win_pct,poc_zone_cost_r,poc_zone_stop_pct,poc_zone_dom_pct,sous_val_trades,sous_val_share_pct,sous_val_exp_r,sous_val_gross_r,sous_val_pf_r,sous_val_win_pct,sous_val_cost_r,sous_val_stop_pct,sous_val_dom_pct,sur_vah_trades,sur_vah_share_pct,sur_vah_exp_r,sur_vah_gross_r,sur_vah_pf_r,sur_vah_win_pct,sur_vah_cost_r,sur_vah_stop_pct,sur_vah_dom_pct,dans_valeur_trades,dans_valeur_share_pct,dans_valeur_exp_r,dans_valeur_gross_r,dans_valeur_pf_r,dans_valeur_win_pct,dans_valeur_cost_r,dans_valeur_stop_pct,dans_valeur_dom_pct,primary_trades,primary_exp_r,primary_gross_r,primary_pf_r,primary_win_pct,evaluable,primary_ignored,primary_swallowed_share_pct
1d_n3,3,fractal,-,0,1.5,3,1610,-0.1099,0.7833,35.7764,-59.9791,-59.4433,6523.4487,21.6510,-1.747,0.1356,2.0835,0.8202,0.3106,98.9441,1968,35.9794,0.5670,0,0.0000,,,,,,,,454,28.1988,-0.1158,0.0023,0.7822,36.5639,0.1181,2.3811,98.6784,63,3.9130,-0.4793,-0.3244,0.2840,17.4603,0.1549,1.6733,100.0000,244,15.1553,-0.1747,-0.0401,0.6861,34.0164,0.1346,2.1168,99.1803,256,15.9006,0.0778,0.2253,1.1785,44.1406,0.1476,1.8928,99.2188,593,36.8323,-0.1204,0.0217,0.7597,34.2327,0.1421,1.9679,98.8196,301,-0.0071,0.1363,0.9858,43.5216,1,182,37.6812
1d_n3,3,fractal,-,0,1.5,4,1423,-0.0724,0.8268,36.8939,-41.3351,-41.1641,4941.5436,26.6469,-1.213,0.1006,2.8192,0.7249,0.0703,100.0000,2366,35.9794,0.5670,0,0.0000,,,,,,,,422,29.6557,-0.0580,0.0295,0.8671,39.3365,0.0875,3.2203,100.0000,51,3.5840,-0.2979,-0.1791,0.4529,23.5294,0.1188,2.1352,100.0000,215,15.1089,-0.1269,-0.0272,0.7285,33.4884,0.0996,2.8767,100.0000,225,15.8117,0.0133,0.1230,1.0333,41.7778,0.1097,2.5715,100.0000,510,35.8398,-0.0766,0.0293,0.8211,35.4902,0.1059,2.6407,100.0000,265,-0.0293,0.0776,0.9323,41.8868,1,218,45.1346
1d_n3,3,fractal,-,0,2,3,1524,-0.1021,0.8006,33.6614,-55.2327,-55.0553,6207.7333,24.1040,-1.435,0.1349,2.0993,0.7764,0.3281,98.8845,2163,35.9794,0.5670,0,0.0000,,,,,,,,443,29.0682,-0.1105,0.0077,0.7999,34.9887,0.1182,2.3863,98.6456,55,3.6089,-0.4216,-0.2673,0.3617,18.1818,0.1543,1.7010,100.0000,234,15.3543,-0.1704,-0.0361,0.7087,31.1966,0.1343,2.1297,99.1453,239,15.6824,0.0651,0.2115,1.1389,40.1674,0.1464,1.9158,99.1632,553,36.2861,-0.1071,0.0345,0.7971,32.3689,0.1416,1.9755,98.7342,292,-0.0119,0.1305,0.9773,39.7260,1,191,39.5445
1d_n3,3,fractal,-,0,2,4,1344,-0.0689,0.8425,35.1935,-38.3240,-38.1442,4821.7547,28.6968,-1.016,0.1003,2.8283,0.6847,0.0744,100.0000,2531,35.9794,0.5670,0,0.0000,,,,,,,,408,30.3571,-0.0574,0.0299,0.8733,38.4804,0.0872,3.2199,100.0000,46,3.4226,-0.2665,-0.1458,0.5153,21.7391,0.1207,2.0961,100.0000,203,15.1042,-0.1359,-0.0356,0.7216,32.0197,0.1002,2.8646,100.0000,205,15.2530,0.0775,0.1865,1.1886,41.9512,0.1089,2.6026,100.0000,482,35.8631,-0.0938,0.0120,0.7921,32.1577,0.1058,2.6473,100.0000,261,-0.0049,0.1021,0.9891,40.2299,1,222,45.9627
1d_n3,3,fractal,-,0,3,3,1415,-0.0854,0.8359,31.9435,-47.1542,-46.7990,6171.7891,26.9178,-1.006,0.1341,2.1012,0.7208,0.3534,98.9399,2385,35.9794,0.5670,0,0.0000,,,,,,,,415,29.3286,-0.1012,0.0164,0.8201,34.2169,0.1176,2.3930,98.5542,49,3.4629,-0.2405,-0.0846,0.6304,18.3673,0.1558,1.6896,100.0000,217,15.3357,-0.1617,-0.0269,0.7361,29.9539,0.1348,2.1319,99.0783,216,15.2650,0.0964,0.2407,1.1925,38.4259,0.1443,1.9546,99.5370,518,36.6078,-0.1020,0.0388,0.8139,29.5367,0.1408,1.9547,98.8417,286,0.0043,0.1466,1.0077,37.0629,1,197,40.7867
1d_n3,3,fractal,-,0,3,4,1276,-0.0466,0.8943,34.3260,-29.2224,-27.2890,5025.5597,30.8442,-0.6,0.1003,2.8197,0.6500,0.0784,100.0000,2699,35.9794,0.5670,0,0.0000,,,,,,,,381,29.8589,-0.0613,0.0254,0.8666,38.0577,0.0866,3.2436,100.0000,45,3.5266,-0.0685,0.0521,0.8761,22.2222,0.1206,2.1012,100.0000,188,14.7335,-0.1027,-0.0026,0.7937,31.3830,0.1002,2.9102,100.0000,197,15.4389,0.0190,0.1281,1.0420,38.0711,0.1091,2.5753,100.0000,465,36.4420,-0.0376,0.0682,0.9177,32.0430,0.1057,2.6089,100.0000,255,-0.0389,0.0683,0.9204,36.8627,1,228,47.2050
1d_n3,3,fractal,-,0.1,1.5,3,1783,-0.1107,0.7764,35.8385,-63.6092,-63.4483,6502.6428,24.8588,-1.849,0.1335,2.1391,0.9083,0.3365,99.1026,2619,35.9794,0.5670,0,0.0000,,,,,,,,518,29.0522,-0.1138,0.0025,0.7836,36.6795,0.1162,2.4547,99.0347,72,4.0381,-0.5470,-0.3981,0.2127,13.8889,0.1488,1.9241,100.0000,276,15.4795,-0.1332,0.0000,0.7578,35.8696,0.1333,2.1594,99.2754,265,14.8626,0.1114,0.2567,1.2574,45.6604,0.1453,1.9063,99.2453,652,36.5676,-0.1409,-0.0000,0.7287,33.5890,0.1409,1.9983,98.9264,311,0.0270,0.1672,1.0553,44.3730,1,246,44.1652
1d_n3,3,fractal,-,0.1,1.5,4,1554,-0.0668,0.8406,37.0656,-41.6569,-41.4868,5234.2455,30.0633,-1.146,0.0991,2.8910,0.7916,0.1287,100.0000,3120,35.9794,0.5670,0,0.0000,,,,,,,,479,30.8237,-0.0459,0.0402,0.8934,39.6660,0.0862,3.3228,100.0000,58,3.7323,-0.3393,-0.2245,0.3852,18.9655,0.1147,2.5167,100.0000,238,15.3153,-0.0777,0.0202,0.8297,36.1345,0.0979,2.9453,100.0000,228,14.6718,0.0464,0.1543,1.1146,42.1053,0.1079,2.5812,100.0000,551,35.4569,-0.0984,0.0072,0.7806,35.0272,0.1056,2.6597,100.0000,269,0.0232,0.1270,1.0551,42.7509,1,289,51.7921
1d_n3,3,fractal,-,0.1,2,3,1675,-0.0937,0.8142,33.6119,-55.5913,-55.4154,6502.6749,27.5172,-1.349,0.1329,2.1560,0.8533,0.3582,99.0448,2870,35.9794,0.5670,0,0.0000,,,,,,,,508,30.3284,-0.1040,0.0123,0.8095,34.8425,0.1163,2.4587,99.0157,64,3.8209,-0.4786,-0.3300,0.2949,14.0625,0.1486,1.9633,100.0000,261,15.5821,-0.1107,0.0213,0.8063,33.7165,0.1321,2.1814,99.2337,244,14.5672,0.1155,0.2600,1.2420,41.3934,0.1446,1.9232,99.1803,598,35.7015,-0.1216,0.0192,0.7762,31.4381,0.1408,2.0035,98.8294,299,0.0423,0.1813,1.0815,40.8027,1,259,46.4158
1d_n3,3,fractal,-,0.1,2,4,1457,-0.0591,0.8642,35.0721,-36.4403,-36.2550,5151.0064,32.4481,-0.882,0.0989,2.9050,0.7422,0.1373,100.0000,3336,35.9794,0.5670,0,0.0000,,,,,,,,457,31.3658,-0.0305,0.0556,0.9316,39.1685,0.0860,3.3295,100.0000,53,3.6376,-0.3767,-0.2606,0.3499,13.2075,0.1161,2.5188,100.0000,223,15.3054,-0.0828,0.0158,0.8258,34.0807,0.0985,2.9416,100.0000,210,14.4132,0.0696,0.1774,1.1586,40.0000,0.1078,2.5921,100.0000,514,35.2780,-0.0942,0.0109,0.7971,32.1012,0.1051,2.6793,100.0000,266,0.0154,0.1195,1.0336,39.4737,1,292,52.3297
1d_n3,3,fractal,-,0.1,3,3,1540,-0.0731,0.8583,31.4286,-44.9003,-44.6819,6616.3239,30.7175,-0.869,0.1322,2.1654,0.7845,0.3896,99.0909,3154,35.9794,0.5670,0,0.0000,,,,,,,,474,30.7792,-0.1011,0.0150,0.8197,33.5443,0.1161,2.4684,98.9451,55,3.5714,-0.3879,-0.2369,0.4423,12.7273,0.1510,1.9803,100.0000,236,15.3247,-0.0787,0.0533,0.8668,32.2034,0.1320,2.2019,99.1525,222,14.4156,0.1172,0.2600,1.2230,37.3874,0.1429,1.9513,99.5495,553,35.9091,-0.0918,0.0481,0.8361,28.7523,0.1398,1.9946,98.9150,291,0.0342,0.1725,1.0605,36.4261,1,267,47.8495
1d_n3,3,fractal,-,0.1,3,4,1363,-0.0375,0.9130,33.8958,-25.0369,-24.3850,5260.3436,34.9335,-0.484,0.0988,2.9086,0.6943,0.1467,100.0000,3567,35.9794,0.5670,0,0.0000,,,,,,,,420,30.8144,-0.0351,0.0499,0.9225,38.5714,0.0850,3.3825,100.0000,52,3.8151,-0.2225,-0.1066,0.6172,15.3846,0.1159,2.5313,100.0000,206,15.1137,-0.0296,0.0683,0.9384,33.9806,0.0979,2.9961,100.0000,198,14.5268,0.0106,0.1189,1.0221,35.3535,0.1083,2.5587,100.0000,487,35.7300,-0.0429,0.0625,0.9101,31.2115,0.1053,2.6453,100.0000,258,0.0028,0.1065,1.0058,35.6589,1,300,53.7634
1d_n3,3,atr,2,0,1.5,3,1469,-0.1620,0.7064,33.4241,-70.5429,-70.0813,5236.9256,20.6998,-2.488,0.1345,2.0728,0.7483,0.2723,98.6385,1506,36.0825,0.3566,0,0.0000,,,,,,,,434,29.5439,-0.1534,-0.0350,0.7177,35.0230,0.1185,2.3215,99.0783,50,3.4037,-0.5212,-0.3733,0.2870,16.0000,0.1480,1.8508,96.0000,216,14.7039,-0.2490,-0.1166,0.5939,32.8704,0.1324,2.1505,98.6111,250,17.0184,0.0093,0.1503,1.0193,39.2000,0.1410,1.9480,97.6000,519,35.3302,-0.1809,-0.0365,0.6606,31.2139,0.1444,1.9141,99.0366,300,-0.1476,-0.0086,0.7453,36.6667,1,165,35.4839
1d_n3,3,atr,2,0,1.5,4,1298,-0.1235,0.7334,34.5917,-56.5327,-55.7973,3983.6074,25.7052,-1.947,0.1003,2.7974,0.6612,0.0000,100.0000,1869,36.0825,0.3566,0,0.0000,,,,,,,,393,30.2773,-0.1302,-0.0424,0.7244,36.1323,0.0879,3.1466,100.0000,44,3.3898,-0.1811,-0.0646,0.6169,25.0000,0.1164,2.2786,100.0000,188,14.4838,-0.2208,-0.1238,0.5847,33.5106,0.0970,2.9533,100.0000,225,17.3344,-0.0034,0.1027,0.9920,39.5556,0.1061,2.6056,100.0000,448,34.5146,-0.1316,-0.0235,0.7179,32.1429,0.1081,2.5728,100.0000,261,-0.1076,-0.0048,0.7845,38.6973,1,204,43.8710
1d_n3,3,atr,2,0,2,3,1406,-0.1496,0.7345,31.4367,-66.5798,-65.7580,5217.0698,23.1048,-2.03,0.1345,2.0795,0.7163,0.2845,98.6486,1670,36.0825,0.3566,0,0.0000,,,,,,,,424,30.1565,-0.1915,-0.0726,0.6682,31.6038,0.1188,2.3220,99.0566,47,3.3428,-0.4105,-0.2599,0.4052,17.0213,0.1506,1.8392,95.7447,208,14.7937,-0.2472,-0.1151,0.6080,30.7692,0.1321,2.1648,98.5577,240,17.0697,0.0589,0.2009,1.1169,38.3333,0.1420,1.9421,97.9167,487,34.6373,-0.1491,-0.0052,0.7310,29.5688,0.1439,1.9229,98.9733,288,-0.0944,0.0444,0.8413,36.1111,1,177,38.0645
1d_n3,3,atr,2,0,2,4,1233,-0.1102,0.7617,33.5766,-51.4361,-50.1215,3939.8249,27.8260,-1.569,0.1002,2.7960,0.6281,0.0000,100.0000,2001,36.0825,0.3566,0,0.0000,,,,,,,,384,31.1436,-0.1321,-0.0440,0.7254,34.6354,0.0882,3.1453,100.0000,38,3.0819,-0.1093,0.0073,0.7675,26.3158,0.1166,2.2938,100.0000,174,14.1119,-0.2553,-0.1602,0.5411,31.6092,0.0951,2.9515,100.0000,210,17.0316,0.0386,0.1451,1.0891,38.5714,0.1064,2.5853,100.0000,427,34.6310,-0.1046,0.0039,0.7771,31.6159,0.1085,2.5668,100.0000,255,-0.0853,0.0178,0.8329,37.2549,1,210,45.1613
1d_n3,3,atr,2,0,3,3,1319,-0.1357,0.7609,30.1744,-61.1675,-60.1496,5196.4063,25.8244,-1.587,0.1343,2.0845,0.6719,0.2274,98.6353,1850,36.0825,0.3566,0,0.0000,,,,,,,,408,30.9325,-0.1784,-0.0593,0.6954,30.6373,0.1191,2.3243,99.0196,40,3.0326,-0.2726,-0.1217,0.6156,20.0000,0.1509,1.8683,95.0000,191,14.4807,-0.2494,-0.1193,0.6130,29.8429,0.1302,2.1668,98.4293,223,16.9067,0.0437,0.1868,1.0812,34.9776,0.1431,1.9219,97.7578,457,34.6475,-0.1256,0.0184,0.7768,28.4464,0.1440,1.9343,99.1247,281,-0.1152,0.0245,0.8159,33.0961,1,184,39.5699
1d_n3,3,atr,2,0,3,4,1178,-0.1022,0.7872,32.4278,-47.6730,-46.2643,3931.3832,29.8126,-1.286,0.0997,2.8209,0.6001,0.0000,100.0000,2136,36.0825,0.3566,0,0.0000,,,,,,,,361,30.6452,-0.1584,-0.0716,0.6879,33.7950,0.0868,3.2021,100.0000,36,3.0560,0.0318,0.1512,1.0698,27.7778,0.1194,2.2138,100.0000,165,14.0068,-0.2053,-0.1114,0.6251,32.7273,0.0939,3.0054,100.0000,205,17.4024,0.0244,0.1307,1.0531,35.6098,0.1063,2.5857,100.0000,411,34.8896,-0.0862,0.0221,0.8219,29.9270,0.1083,2.5825,100.0000,252,-0.0578,0.0445,0.8892,36.1111,1,213,45.8065
1d_n3,3,atr,2,0.1,1.5,3,1613,-0.1515,0.7090,34.0360,-71.5835,-71.1381,5193.8790,22.9792,-2.418,0.1328,2.1088,0.8217,0.1240,98.7601,1999,36.0825,0.3566,0,0.0000,,,,,,,,484,30.0062,-0.1570,-0.0392,0.7153,35.1240,0.1178,2.3574,99.1736,60,3.7198,-0.5242,-0.3789,0.2711,15.0000,0.1453,2.0849,96.6667,241,14.9411,-0.2143,-0.0825,0.6448,34.0249,0.1318,2.1499,98.7552,263,16.3050,0.0384,0.1769,1.0812,41.0646,0.1386,1.9520,97.7186,565,35.0279,-0.1689,-0.0268,0.6880,31.8584,0.1420,1.9538,99.1150,311,-0.1432,-0.0058,0.7530,37.2990,1,227,42.1933
1d_n3,3,atr,2,0.1,1.5,4,1409,-0.1083,0.7604,35.1313,-54.8952,-54.1321,4237.8675,28.4892,-1.731,0.0992,2.8407,0.7178,0.0000,100.0000,2439,36.0825,0.3566,0,0.0000,,,,,,,,439,31.1568,-0.1363,-0.0488,0.7158,35.5353,0.0875,3.1958,100.0000,52,3.6906,-0.2802,-0.1668,0.4383,19.2308,0.1134,2.6619,100.0000,209,14.8332,-0.1772,-0.0795,0.6594,34.9282,0.0977,2.9402,100.0000,234,16.6075,0.0513,0.1562,1.1248,42.3077,0.1049,2.6093,100.0000,475,33.7119,-0.1119,-0.0055,0.7623,33.0526,0.1064,2.6023,100.0000,268,-0.0833,0.0202,0.8319,40.2985,1,271,50.2783
1d_n3,3,atr,2,0.1,2,3,1527,-0.1355,0.7462,31.8926,-66.1397,-65.3070,5255.1616,25.7691,-1.875,0.1327,2.1176,0.7779,0.1310,98.7557,2215,36.0825,0.3566,0,0.0000,,,,,,,,471,30.8448,-0.1838,-0.0659,0.6843,31.8471,0.1178,2.3637,99.1507,56,3.6673,-0.4641,-0.3178,0.3342,14.2857,0.1463,2.1055,96.4286,231,15.1277,-0.2003,-0.0690,0.6761,32.0346,0.1313,2.1672,98.7013,246,16.1100,0.1110,0.2503,1.2266,40.6504,0.1394,1.9548,97.9675,523,34.2502,-0.1440,-0.0019,0.7473,29.6367,0.1421,1.9519,99.0440,294,-0.0778,0.0597,0.8690,37.0748,1,244,45.3532
1d_n3,3,atr,2,0.1,2,4,1329,-0.0953,0.7918,33.9353,-49.6250,-47.8684,4242.6743,30.8389,-1.372,0.0993,2.8430,0.6770,0.0000,100.0000,2621,36.0825,0.3566,0,0.0000,,,,,,,,426,32.0542,-0.1472,-0.0593,0.7024,33.3333,0.0879,3.1882,100.0000,44,3.3108,-0.2876,-0.1723,0.4377,18.1818,0.1153,2.6585,100.0000,193,14.5222,-0.2057,-0.1085,0.6166,33.1606,0.0972,2.9402,100.0000,218,16.4033,0.0889,0.1943,1.2093,40.8257,0.1054,2.6033,100.0000,448,33.7096,-0.0691,0.0374,0.8528,33.0357,0.1065,2.6077,100.0000,261,-0.0747,0.0292,0.8534,38.6973,1,278,51.5770
1d_n3,3,atr,2,0.1,3,3,1413,-0.1144,0.7915,30.6440,-58.0126,-56.7224,5459.7306,28.7602,-1.339,0.1327,2.1262,0.7198,0.1415,98.7969,2456,36.0825,0.3566,0,0.0000,,,,,,,,448,31.7056,-0.1726,-0.0546,0.7106,30.3571,0.1180,2.3672,99.1071,46,3.2555,-0.3829,-0.2369,0.4542,15.2174,0.1460,2.1324,95.6522,206,14.5789,-0.1999,-0.0690,0.6842,31.5534,0.1310,2.1784,99.0291,225,15.9236,0.1057,0.2470,1.2019,37.7778,0.1413,1.9294,98.2222,488,34.5364,-0.1010,0.0406,0.8258,28.6885,0.1416,1.9732,98.9754,283,-0.1006,0.0379,0.8385,34.6290,1,255,47.3978
1d_n3,3,atr,2,0.1,3,4,1249,-0.0934,0.8022,33.0665,-47.0791,-45.3681,4086.6825,33.1066,-1.177,0.0990,2.8622,0.6363,0.0000,100.0000,2798,36.0825,0.3566,0,0.0000,,,,,,,,394,31.5452,-0.1585,-0.0716,0.6948,33.2487,0.0868,3.2388,100.0000,42,3.3627,-0.2196,-0.1052,0.5614,19.0476,0.1144,2.6386,100.0000,178,14.2514,-0.1637,-0.0680,0.6913,34.8315,0.0957,3.0036,100.0000,207,16.5733,0.0488,0.1547,1.1072,37.6812,0.1059,2.5812,100.0000,428,34.2674,-0.0607,0.0460,0.8752,31.3084,0.1067,2.6145,100.0000,254,-0.0501,0.0521,0.9032,37.7953,1,285,52.8757
