n_5m,n_1h,atr_mult,buffer,r_target,min_stop_atr,trades,expectancy_r,profit_factor,win_rate_pct,max_drawdown_pct,net_return_pct,fees_paid,exposure_pct,sharpe_annualized,avg_cost_r,avg_stop_pct,trades_per_day,capped_share_pct,skipped_min_stop,ignored_in_position,pct_time_neutral_1h,h1_state_changes_per_week
2,8,3,0,2,0,980,-0.2905,0.5390,27.2449,-71.2356,-71.1405,6136.5073,10.2275,-4.0,0.2726,1.3586,0.7330,13.3673,0,844,38.0509,4.6702
2,8,3,0,2,0.5,980,-0.2905,0.5390,27.2449,-71.2356,-71.1405,6136.5073,10.2275,-4.0,0.2726,1.3586,0.7330,13.3673,0,844,38.0509,4.6702
2,8,3,0,3,0,924,-0.2794,0.5774,26.6234,-68.0863,-66.9563,6183.4631,10.6963,-3.243,0.2796,1.2917,0.6911,13.9610,0,921,38.0509,4.6702
2,8,3,0,3,0.5,924,-0.2794,0.5774,26.6234,-68.0863,-66.9563,6183.4631,10.6963,-3.243,0.2796,1.2917,0.6911,13.9610,0,921,38.0509,4.6702
2,8,3,0.1,1.5,0,984,-0.2863,0.5311,30.4878,-71.1355,-70.9146,6013.6714,9.9515,-4.346,0.2631,1.4234,0.7360,12.0935,0,741,38.0509,4.6702
2,8,3,0.1,1.5,0.5,984,-0.2863,0.5311,30.4878,-71.1355,-70.9146,6013.6714,9.9515,-4.346,0.2631,1.4234,0.7360,12.0935,0,741,38.0509,4.6702
2,8,3,0.1,2,0,942,-0.2966,0.5334,27.2824,-70.9609,-70.6833,5860.1091,10.6355,-3.995,0.2680,1.3926,0.7046,12.5265,0,797,38.0509,4.6702
2,8,3,0.1,2,0.5,942,-0.2966,0.5334,27.2824,-70.9609,-70.6833,5860.1091,10.6355,-3.995,0.2680,1.3926,0.7046,12.5265,0,797,38.0509,4.6702
2,8,3,0.1,3,0,890,-0.2871,0.5647,26.5169,-68.1694,-66.7095,5847.3171,11.1407,-3.238,0.2756,1.3116,0.6657,13.0337,0,862,38.0509,4.6702
2,8,3,0.1,3,0.5,890,-0.2871,0.5647,26.5169,-68.1694,-66.7095,5847.3171,11.1407,-3.238,0.2756,1.3116,0.6657,13.0337,0,862,38.0509,4.6702
3,3,1.5,0,1.5,0,1691,-0.4287,0.4460,33.0574,-93.2673,-93.2391,7972.7502,10.9753,-6.316,0.4130,0.8601,1.2648,33.3530,0,860,38.4529,13.3089
3,3,1.5,0,1.5,0.5,1691,-0.4287,0.4460,33.0574,-93.2673,-93.2391,7972.7502,10.9753,-6.316,0.4130,0.8601,1.2648,33.3530,0,860,38.4529,13.3089
